x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
2033,7800,17555109,0,1420,450,179,9,1,1
2117,7800,17555119,1,1420,450,251,9,1,1
2111,7833,17555129,1,1420,450,265,9,1,1
2111,7844,17555139,1,1440,460,250,9,1,1
2111,7837,17555149,1,1440,460,242,9,1,1
2111,7821,17555159,1,1450,460,244,9,1,1
2111,7737,17555169,1,1450,460,249,9,1,1
2066,7607,17555179,1,1450,460,257,9,1,1
2002,7363,17555189,1,1460,470,282,9,1,1
1911,7040,17555199,1,1450,470,307,9,1,1
1805,6665,17555209,1,1450,470,325,9,1,1
1689,6266,17555219,1,1440,480,333,9,1,1
1545,5881,17555229,1,1430,490,373,9,1,1
1406,5505,17555239,1,1410,490,381,9,1,1
1317,5246,17555249,1,1400,500,377,9,1,1
1260,5133,17555259,1,1370,500,309,9,1,1
1251,5118,17555269,1,1360,500,161,9,1,1
1343,5566,17555329,0,1270,500,155,9,1,1
1458,5796,17555339,1,1270,500,273,9,1,1
1520,5899,17555349,1,1260,500,363,9,1,1
1637,5999,17555359,1,1250,500,397,9,1,1
1784,6101,17555369,1,1250,500,413,9,1,1
1950,6216,17555379,1,1250,500,400,9,1,1
2164,6339,17555389,1,1260,500,304,9,1,1
2358,6455,17555399,1,1260,500,86,9,1,1
2689,6478,17555449,0,1300,510,137,9,1,1
2472,6209,17555459,1,1320,510,230,9,1,1
2320,6022,17555469,1,1320,510,267,9,1,1
2170,5806,17555479,1,1340,510,287,9,1,1
2020,5631,17555489,1,1350,520,311,9,1,1
1936,5517,17555499,1,1350,520,305,9,1,1
1897,5445,17555509,1,1350,530,315,9,1,1
1904,5437,17555519,1,1350,530,361,9,1,1
1957,5460,17555529,1,1350,530,418,9,1,1
2040,5503,17555539,1,1340,540,436,9,1,1
2191,5594,17555549,1,1340,540,443,9,1,1
2333,5685,17555559,1,1340,540,440,9,1,1
2468,5755,17555569,1,1330,540,418,9,1,1
2586,5810,17555579,1,1330,540,366,9,1,1
2664,5835,17555589,1,1310,550,291,9,1,1
2716,5812,17555599,1,1310,550,251,9,1,1
2707,5758,17555609,1,1310,550,212,9,1,1
2634,5642,17555619,1,1300,550,205,9,1,1
2518,5491,17555620,1,1300,550,208,9,1,1
2385,5316,17555630,1,1300,550,207,9,1,1
2223,5132,17555640,1,1300,550,207,9,1,1
2042,4916,17555650,1,1300,550,207,9,1,1
1855,4678,17555660,1,1300,550,208,9,1,1
1675,4459,17555670,1,1290,560,252,9,1,1
1503,4239,17555680,1,1270,550,337,9,1,1
1414,4105,17555690,1,1270,550,339,9,1,1
1382,4029,17555700,1,1270,550,366,9,1,1
1399,4016,17555710,1,1280,540,445,9,1,1
1482,4051,17555720,1,1280,540,490,9,1,1
1609,4117,17555730,1,1280,540,492,9,1,1
1791,4290,17555740,1,1280,540,502,9,1,1
2008,4506,17555750,1,1280,540,491,9,1,1
2248,4752,17555760,1,1280,540,458,9,1,1
2443,4962,17555770,1,1280,540,415,9,1,1
2601,5128,17555780,1,1270,530,349,9,1,1
2735,5264,17555790,1,1280,540,256,9,1,1
2799,5391,17555800,1,1280,540,99,9,1,1
2680,5584,17555840,0,1280,540,146,9,1,1
2468,5515,17555850,1,1290,550,217,9,1,1
2396,5456,17555860,1,1290,550,221,9,1,1
2353,5395,17555870,1,1290,550,233,9,1,1
2330,5278,17555880,1,1290,550,262,9,1,1
2321,5126,17555890,1,1290,550,314,9,1,1
2328,4909,17555900,1,1300,540,343,9,1,1
2345,4671,17555910,1,1300,540,362,9,1,1
2369,4420,17555920,1,1300,540,400,9,1,1
2392,4148,17555930,1,1300,540,473,9,1,1
2415,4001,17555940,1,1300,540,518,9,1,1
2438,3938,17555950,1,1300,540,561,9,1,1
2473,3938,17555960,1,1300,540,591,9,1,1
2554,4019,17555970,1,1300,540,570,9,1,1
2665,4155,17555980,1,1300,540,420,9,1,1
3178,6533,17556200,0,1400,500,188,9,1,1
3178,6533,17556210,1,1410,490,230,9,1,1
3191,6564,17556220,1,1410,490,223,9,1,1
3191,6564,17556230,1,1410,490,216,9,1,1
3202,6557,17556240,1,1410,490,218,9,1,1
3214,6550,17556250,1,1410,490,228,9,1,1
3224,6531,17556260,1,1410,490,254,9,1,1
3230,6504,17556270,1,1410,490,277,9,1,1
3236,6486,17556280,1,1410,490,297,9,1,1
3236,6471,17556290,1,1410,490,319,9,1,1
3247,6457,17556300,1,1400,500,348,9,1,1
3259,6420,17556310,1,1400,500,364,9,1,1
3265,6347,17556320,1,1410,500,372,9,1,1
3265,6251,17556330,1,1410,500,381,9,1,1
3247,6128,17556340,1,1410,500,389,9,1,1
3207,5973,17556350,1,1410,500,394,9,1,1
3153,5797,17556360,1,1400,510,398,9,1,1
3085,5634,17556370,1,1400,510,394,9,1,1
3018,5471,17556380,1,1400,510,394,9,1,1
2986,5311,17556390,1,1380,510,371,9,1,1
2976,5212,17556400,1,1380,510,311,9,1,1
2996,5152,17556410,1,1370,520,257,9,1,1
3020,5152,17556420,1,1370,520,241,9,1,1
3066,5196,17556430,1,1370,520,244,9,1,1
3125,5277,17556440,1,1360,520,280,9,1,1
