x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
6423,6535,626380,0,1030,640,200,36,1,1
6445,6616,626390,1,1050,640,249,36,1,1
6445,6638,626400,1,1050,640,299,36,1,1
6445,6647,626410,1,1080,650,344,36,1,1
6450,6647,626420,1,1080,650,372,36,1,1
6458,6640,626430,1,1100,650,402,36,1,1
6469,6627,626440,1,1100,650,413,36,1,1
6483,6579,626450,1,1120,640,404,36,1,1
6494,6510,626460,1,1130,650,396,36,1,1
6503,6447,626470,1,1130,650,317,36,1,1
6509,6379,626480,1,1130,650,144,36,1,1
6289,6177,626590,0,1050,640,196,36,1,1
6220,6141,626600,1,1050,640,275,36,1,1
6191,6127,626610,1,1050,640,294,36,1,1
6173,6115,626620,1,1040,630,348,36,1,1
6173,6115,626630,1,1040,630,396,36,1,1
6219,6115,626640,1,1040,630,417,36,1,1
6290,6123,626650,1,1040,630,441,36,1,1
6410,6140,626660,1,1070,640,463,36,1,1
6536,6182,626670,1,1070,640,469,36,1,1
6671,6237,626680,1,1070,640,471,36,1,1
6808,6302,626690,1,1080,650,445,36,1,1
6896,6340,626700,1,1100,660,399,36,1,1
6952,6347,626710,1,1100,660,244,36,1,1
6966,6334,626720,1,1110,670,70,36,1,1
6502,6129,626851,0,1060,660,202,36,1,1
6501,6092,626861,1,1050,650,225,36,1,1
6471,6026,626871,1,1050,650,324,36,1,1
6421,5931,626881,1,1050,650,420,36,1,1
6340,5805,626891,1,1030,650,493,36,1,1
6237,5664,626901,1,1030,650,498,36,1,1
6123,5513,626911,1,1030,650,512,36,1,1
6025,5366,626921,1,1010,660,499,36,1,1
5938,5264,626931,1,990,660,468,36,1,1
5874,5193,626941,1,990,650,453,36,1,1
5837,5168,626951,1,960,650,304,36,1,1
5818,5183,626961,1,940,640,179,36,1,1
5827,5225,626971,1,920,640,68,36,1,1
6046,5656,627021,0,940,620,51,36,1,1
6175,5832,627031,1,960,620,101,36,1,1
6223,5884,627041,1,970,620,156,36,1,1
6254,5898,627051,1,980,630,216,36,1,1
6285,5873,627061,1,1000,630,267,36,1,1
6318,5823,627071,1,1000,630,351,36,1,1
6351,5733,627081,1,1000,640,393,36,1,1
6398,5638,627091,1,1000,640,415,36,1,1
6463,5536,627101,1,1010,650,417,36,1,1
6541,5438,627111,1,990,660,418,36,1,1
6616,5372,627121,1,990,660,425,36,1,1
6696,5324,627131,1,970,670,402,36,1,1
6782,5282,627141,1,950,680,354,36,1,1
6865,5282,627151,1,950,680,160,36,1,1
7043,6095,627261,0,940,660,356,36,1,1
7026,6070,627271,1,940,660,373,36,1,1
7005,6027,627281,1,940,660,362,36,1,1
6990,5958,627291,1,970,670,387,36,1,1
6985,5889,627301,1,970,670,382,36,1,1
6994,5839,627311,1,970,680,330,36,1,1
7011,5802,627321,1,970,680,302,36,1,1
7031,5802,627331,1,970,680,256,36,1,1
7054,5850,627341,1,950,680,151,36,1,1
7082,5923,627351,1,950,680,153,36,1,1
7112,6031,627361,1,950,680,155,36,1,1
7142,6153,627371,1,950,680,179,36,1,1
7174,6285,627381,1,950,680,198,36,1,1
7207,6423,627391,1,970,680,247,36,1,1
7249,6555,627401,1,1000,680,267,36,1,1
7292,6652,627411,1,1000,690,277,36,1,1
7323,6729,627421,1,1030,690,281,36,1,1
7345,6767,627431,1,1050,680,315,36,1,1
7358,6779,627441,1,1080,680,334,36,1,1
7363,6779,627451,1,1080,680,344,36,1,1
7363,6734,627461,1,1100,680,371,36,1,1
7363,6639,627471,1,1110,690,366,36,1,1
7368,6507,627481,1,1110,690,384,36,1,1
7385,6317,627491,1,1110,690,374,36,1,1
7410,6091,627501,1,1100,700,404,36,1,1
7440,5840,627511,1,1070,700,413,36,1,1
7471,5585,627521,1,1050,710,439,36,1,1
7504,5350,627531,1,1020,720,473,36,1,1
7532,5129,627541,1,960,720,474,36,1,1
7556,4941,627551,1,930,730,520,36,1,1
7564,4810,627561,1,900,740,526,36,1,1
7555,4716,627571,1,870,740,561,36,1,1
7534,4654,627581,1,830,740,591,36,1,1
7488,4619,627591,1,800,740,583,36,1,1
7400,4603,627601,1,760,740,551,36,1,1
7284,4624,627611,1,760,740,471,36,1,1
7164,4656,627621,1,760,740,155,36,1,1
6429,6357,646349,0,1010,660,96,36,2,1
6436,6409,646359,1,1010,660,213,36,2,1
6436,6430,646369,1,1010,660,307,36,2,1
6441,6454,646379,1,1010,660,394,36,2,1
6441,6479,646389,1,1010,660,461,36,2,1
6447,6494,646399,1,1010,660,526,36,2,1
6447,6489,646409,1,1030,650,564,36,2,1
6447,6470,646419,1,1030,650,620,36,2,1
6455,6426,646429,1,1030,650,679,36,2,1
6465,6336,646439,1,1050,650,690,36,2,1
6472,6216,646449,1,1050,650,682,36,2,1
6477,6147,646459,1,1050,650,620,36,2,1
6477,6085,646469,1,1050,650,526,36,2,1
6493,6029,646479,1,1030,650,361,36,2,1
6503,5998,646489,1,1040,660,1,36,2,1
6136,5972,646639,0,960,650,509,36,2,1
6054,5920,646649,1,960,640,522,36,2,1
6027,5907,646659,1,960,640,526,36,2,1
6019,5907,646669,1,960,640,509,36,2,1
6019,5907,646679,1,980,640,519,36,2,1
6042,5907,646689,1,980,640,536,36,2,1
6129,5907,646699,1,980,640,569,36,2,1
6260,5914,646709,1,1010,650,611,36,2,1
6413,5950,646719,1,1010,650,630,36,2,1
6566,6004,646729,1,1010,650,639,36,2,1
6718,6055,646739,1,1030,650,644,36,2,1
6850,6101,646749,1,1030,650,614,36,2,1
6971,6143,646759,1,1040,660,472,36,2,1
7024,6148,646769,1,1050,670,179,36,2,1
6560,5983,646940,0,990,670,259,36,2,1
6579,6015,646950,1,990,670,287,36,2,1
6579,6015,646960,1,1020,670,368,36,2,1
6579,6008,646970,1,1020,670,367,36,2,1
6571,6000,646980,1,1040,660,376,36,2,1
6555,5962,646990,1,1040,660,382,36,2,1
6532,5905,647000,1,1040,660,400,36,2,1
6502,5797,647010,1,1040,660,438,36,2,1
6452,5693,647020,1,1040,660,470,36,2,1
6388,5593,647030,1,1020,670,514,36,2,1
6304,5433,647040,1,1020,670,532,36,2,1
6205,5272,647050,1,990,670,565,36,2,1
6096,5128,647060,1,970,670,560,36,2,1
6001,4995,647070,1,950,670,577,36,2,1
5923,4890,647080,1,920,670,595,36,2,1
5856,4825,647090,1,920,670,595,36,2,1
5798,4786,647100,1,900,660,605,36,2,1
5767,4775,647110,1,900,660,578,36,2,1
5754,4806,647120,1,900,660,553,36,2,1
5739,4866,647130,1,900,660,551,36,2,1
5758,4962,647140,1,900,660,536,36,2,1
5800,5076,647150,1,900,660,536,36,2,1
5858,5203,647160,1,900,650,542,36,2,1
5932,5347,647170,1,900,650,551,36,2,1
6016,5461,647180,1,900,650,565,36,2,1
6084,5556,647190,1,900,650,568,36,2,1
6152,5606,647200,1,900,660,561,36,2,1
6214,5632,647210,1,920,660,560,36,2,1
6273,5642,647220,1,920,660,577,36,2,1
6320,5628,647230,1,920,660,595,36,2,1
6379,5576,647240,1,920,670,620,36,2,1
6447,5500,647250,1,950,670,647,36,2,1
6498,5395,647260,1,920,670,649,36,2,1
6551,5293,647270,1,920,680,673,36,2,1
6608,5193,647280,1,920,680,672,36,2,1
6681,5127,647290,1,920,680,667,36,2,1
6764,5087,647300,1,900,690,638,36,2,1
6837,5065,647310,1,900,690,518,36,2,1
6897,5065,647320,1,900,700,200,36,2,1
7118,6176,647651,0,920,680,514,36,2,1
7097,6065,647661,1,920,680,488,36,2,1
7067,6002,647671,1,920,680,543,36,2,1
7046,5913,647681,1,950,680,557,36,2,1
7031,5806,647691,1,950,680,566,36,2,1
7025,5754,647701,1,920,680,570,36,2,1
7025,5727,647711,1,920,680,519,36,2,1
7030,5718,647721,1,920,680,418,36,2,1
7043,5726,647731,1,900,680,394,36,2,1
7061,5779,647741,1,900,680,304,36,2,1
7082,5862,647751,1,900,680,249,36,2,1
7101,5978,647761,1,880,680,177,36,2,1
7116,6099,647771,1,880,680,191,36,2,1
7130,6225,647781,1,900,680,212,36,2,1
7145,6360,647791,1,900,680,307,36,2,1
7172,6502,647801,1,900,680,391,36,2,1
7200,6600,647811,1,920,680,455,36,2,1
7233,6678,647821,1,950,680,488,36,2,1
7264,6744,647831,1,950,680,512,36,2,1
7282,6778,647841,1,970,680,518,36,2,1
7291,6785,647851,1,970,680,540,36,2,1
7291,6775,647861,1,1000,680,578,36,2,1
7291,6751,647871,1,1000,680,597,36,2,1
7307,6650,647881,1,1000,680,610,36,2,1
7334,6498,647891,1,1020,680,616,36,2,1
7350,6334,647901,1,1030,690,614,36,2,1
7381,6120,647911,1,1030,690,594,36,2,1
7421,5874,647921,1,1000,690,614,36,2,1
7453,5602,647931,1,1010,700,638,36,2,1
7466,5364,647941,1,980,700,682,36,2,1
7466,5149,647951,1,950,700,721,36,2,1
7494,4951,647961,1,930,710,720,36,2,1
7517,4790,647971,1,900,710,731,36,2,1
7537,4654,647981,1,900,710,736,36,2,1
7543,4545,647991,1,840,710,743,36,2,1
7543,4491,648001,1,810,720,760,36,2,1
7543,4473,648011,1,780,720,796,36,2,1
7538,4473,648021,1,780,720,793,36,2,1
7506,4497,648031,1,750,710,722,36,2,1
7454,4532,648041,1,750,710,693,36,2,1
7284,4619,648051,1,750,710,679,36,2,1
7128,4732,648061,1,730,700,636,36,2,1
6982,4862,648071,1,730,700,537,36,2,1
6884,4932,648081,1,760,700,180,36,2,1
6470,6501,655482,0,960,650,430,36,3,1
6491,6568,655492,1,960,650,501,36,3,1
6491,6560,655502,1,960,650,544,36,3,1
6491,6547,655512,1,980,640,591,36,3,1
6491,6516,655522,1,990,650,614,36,3,1
6496,6418,655532,1,990,650,625,36,3,1
6503,6281,655542,1,1010,650,610,36,3,1
6511,6189,655552,1,1010,650,557,36,3,1
6522,6121,655562,1,1010,650,455,36,3,1
6530,6070,655572,1,1010,650,225,36,3,1
6239,5981,655652,0,960,640,472,36,3,1
6123,5981,655662,1,960,640,507,36,3,1
6089,5964,655672,1,960,630,540,36,3,1
6057,5943,655682,1,960,630,567,36,3,1
6057,5943,655692,1,960,630,536,36,3,1
6067,5948,655702,1,960,620,551,36,3,1
6098,5961,655712,1,960,620,580,36,3,1
6203,5970,655722,1,960,630,595,36,3,1
6358,6010,655732,1,960,630,625,36,3,1
6508,6072,655742,1,980,630,644,36,3,1
6659,6129,655752,1,980,640,644,36,3,1
6807,6189,655762,1,980,640,597,36,3,1
6907,6213,655772,1,1010,650,394,36,3,1
6618,6036,655933,0,990,650,396,36,3,1
6618,6036,655943,1,990,650,356,36,3,1
6584,6001,655953,1,1010,650,346,36,3,1
6564,5979,655963,1,1010,650,349,36,3,1
6541,5945,655973,1,1010,650,348,36,3,1
6517,5903,655983,1,1030,640,351,36,3,1
6489,5845,655993,1,1030,640,371,36,3,1
6446,5777,656003,1,1010,650,386,36,3,1
6394,5690,656013,1,1010,650,450,36,3,1
6315,5582,656023,1,990,650,477,36,3,1
6219,5461,656033,1,990,650,554,36,3,1
6111,5308,656043,1,960,650,589,36,3,1
6012,5182,656053,1,940,650,600,36,3,1
5935,5075,656063,1,940,650,608,36,3,1
5872,4999,656073,1,920,650,614,36,3,1
5820,4948,656083,1,920,650,594,36,3,1
5789,4915,656093,1,920,650,542,36,3,1
5771,4915,656103,1,900,640,418,36,3,1
5771,4952,656113,1,900,640,334,36,3,1
5779,5024,656123,1,900,640,286,36,3,1
5818,5134,656133,1,900,640,262,36,3,1
5879,5243,656143,1,900,640,254,36,3,1
5946,5364,656153,1,900,630,262,36,3,1
6014,5492,656163,1,900,630,267,36,3,1
6084,5600,656173,1,900,630,265,36,3,1
6141,5681,656183,1,900,630,259,36,3,1
6190,5745,656193,1,900,640,185,36,3,1
6249,5778,656243,0,920,640,144,36,3,1
6249,5734,656253,1,920,640,137,36,3,1
6249,5716,656263,1,920,640,198,36,3,1
6260,5693,656273,1,920,640,251,36,3,1
6285,5669,656283,1,940,640,257,36,3,1
6321,5645,656293,1,940,640,286,36,3,1
6380,5625,656303,1,940,640,338,36,3,1
6445,5588,656313,1,940,640,399,36,3,1
6517,5542,656323,1,940,650,445,36,3,1
6589,5483,656333,1,920,650,499,36,3,1
6642,5415,656343,1,920,650,568,36,3,1
6685,5340,656353,1,920,660,591,36,3,1
6736,5279,656363,1,900,660,614,36,3,1
6780,5231,656373,1,900,660,628,36,3,1
6818,5191,656383,1,900,670,636,36,3,1
6859,5170,656393,1,900,670,641,36,3,1
6900,5155,656403,1,900,680,652,36,3,1
6944,5143,656413,1,900,680,664,36,3,1
6989,5127,656423,1,870,690,671,36,3,1
7047,5113,656433,1,870,690,663,36,3,1
7093,5106,656443,1,870,700,663,36,3,1
7132,5099,656453,1,870,700,670,36,3,1
7185,5090,656463,1,840,710,650,36,3,1
7209,5090,656473,1,840,710,586,36,3,1
7214,5090,656483,1,840,710,564,36,3,1
7214,5100,656493,1,840,710,483,36,3,1
7200,5144,656503,1,810,710,339,36,3,1
7221,6052,656644,0,930,700,471,36,3,1
7196,6069,656654,1,950,700,554,36,3,1
7177,6037,656664,1,950,700,543,36,3,1
7151,6010,656674,1,950,690,559,36,3,1
7139,5984,656684,1,980,690,565,36,3,1
7131,5943,656694,1,980,690,570,36,3,1
7131,5907,656704,1,980,700,554,36,3,1
7131,5878,656714,1,980,700,491,36,3,1
7136,5853,656724,1,980,700,439,36,3,1
7144,5853,656734,1,980,700,397,36,3,1
7153,5864,656744,1,950,700,394,36,3,1
7163,5891,656754,1,950,700,389,36,3,1
7173,5958,656764,1,950,700,398,36,3,1
7183,6051,656774,1,950,700,417,36,3,1
7194,6162,656784,1,950,690,438,36,3,1
7225,6310,656794,1,950,690,443,36,3,1
7265,6470,656804,1,950,690,456,36,3,1
7312,6637,656814,1,980,690,472,36,3,1
7382,6728,656824,1,980,690,481,36,3,1
7428,6795,656834,1,1000,690,478,36,3,1
7458,6847,656844,1,1000,690,465,36,3,1
7473,6847,656854,1,1030,690,519,36,3,1
7484,6816,656864,1,1030,690,567,36,3,1
7491,6761,656874,1,1030,690,575,36,3,1
7504,6603,656884,1,1050,680,600,36,3,1
7516,6441,656894,1,1060,690,611,36,3,1
7527,6235,656904,1,1040,690,616,36,3,1
7551,6002,656914,1,1040,690,627,36,3,1
7577,5717,656924,1,1010,710,647,36,3,1
7600,5463,656934,1,990,710,639,36,3,1
7612,5231,656944,1,960,710,640,36,3,1
7621,5023,656954,1,930,720,641,36,3,1
7635,4867,656964,1,900,720,658,36,3,1
7644,4745,656974,1,870,730,684,36,3,1
7635,4673,656984,1,830,730,745,36,3,1
7613,4633,656994,1,800,730,737,36,3,1
7584,4614,657004,1,770,730,739,36,3,1
7505,4614,657014,1,770,730,707,36,3,1
7392,4658,657024,1,770,730,667,36,3,1
7227,4741,657034,1,740,720,639,36,3,1
7062,4849,657044,1,740,720,572,36,3,1
6944,4935,657054,1,740,720,458,36,3,1
6856,4998,657064,1,750,710,108,36,3,1
6475,6446,660119,0,990,650,287,36,4,1
6466,6479,660129,1,990,650,346,36,4,1
6466,6491,660139,1,1010,650,461,36,4,1
6458,6498,660149,1,1010,650,538,36,4,1
6458,6498,660159,1,1030,640,564,36,4,1
6458,6493,660169,1,1030,640,578,36,4,1
6458,6488,660179,1,1050,640,610,36,4,1
6466,6441,660189,1,1050,640,645,36,4,1
6479,6366,660199,1,1050,640,636,36,4,1
6479,6276,660209,1,1050,640,620,36,4,1
6479,6198,660219,1,1050,640,521,36,4,1
6479,6147,660229,1,1050,640,319,36,4,1
6181,6024,660359,0,980,640,543,36,4,1
6095,5977,660369,1,980,630,550,36,4,1
6065,5968,660379,1,1000,630,589,36,4,1
6065,5968,660389,1,1000,630,577,36,4,1
6074,5963,660399,1,1000,630,613,36,4,1
6111,5963,660409,1,1020,630,638,36,4,1
6218,5958,660419,1,1020,630,649,36,4,1
6371,5973,660429,1,1020,630,662,36,4,1
6494,5995,660439,1,1040,630,662,36,4,1
6606,6030,660449,1,1050,640,662,36,4,1
6710,6062,660459,1,1050,640,630,36,4,1
6789,6088,660469,1,1050,640,517,36,4,1
6824,6099,660479,1,1050,650,417,36,4,1
6829,6099,660489,1,1030,650,186,36,4,1
6558,6014,660599,0,1010,660,474,36,4,1
6535,5989,660609,1,1030,650,470,36,4,1
6519,5981,660619,1,1030,640,546,36,4,1
6506,5973,660629,1,1030,640,570,36,4,1
6497,5960,660639,1,1030,640,592,36,4,1
6481,5916,660649,1,1030,640,611,36,4,1
6461,5851,660659,1,1050,640,638,36,4,1
6437,5759,660669,1,1030,640,649,36,4,1
6393,5648,660679,1,1030,640,667,36,4,1
6335,5524,660689,1,1010,650,697,36,4,1
6254,5399,660699,1,990,650,705,36,4,1
6173,5273,660709,1,960,650,713,36,4,1
6092,5152,660719,1,940,650,714,36,4,1
6015,5061,660729,1,940,650,713,36,4,1
5936,4986,660739,1,920,650,721,36,4,1
5893,4938,660749,1,920,650,721,36,4,1
5875,4932,660759,1,900,650,679,36,4,1
5880,4953,660769,1,900,640,628,36,4,1
5880,4961,660779,1,900,640,616,36,4,1
5880,5032,660789,1,900,640,602,36,4,1
5907,5144,660799,1,900,640,591,36,4,1
5952,5246,660809,1,900,640,585,36,4,1
6007,5347,660819,1,900,640,600,36,4,1
6066,5448,660829,1,900,640,613,36,4,1
6125,5526,660839,1,900,640,620,36,4,1
6172,5574,660849,1,900,640,610,36,4,1
6209,5601,660859,1,900,640,620,36,4,1
6226,5601,660869,1,900,640,630,36,4,1
6244,5588,660879,1,920,640,650,36,4,1
6265,5550,660889,1,920,640,658,36,4,1
6296,5494,660899,1,920,650,667,36,4,1
6333,5439,660909,1,920,650,668,36,4,1
6359,5375,660919,1,940,650,644,36,4,1
6401,5305,660929,1,920,650,609,36,4,1
6454,5258,660939,1,920,660,483,36,4,1
6503,5224,660949,1,920,660,312,36,4,1
6553,5199,660959,1,920,660,58,36,4,1
6829,5844,661120,0,950,690,356,36,4,1
6853,5905,661130,1,980,690,386,36,4,1
6853,5905,661140,1,980,690,453,36,4,1
6853,5898,661150,1,1000,690,517,36,4,1
6859,5888,661160,1,1000,690,544,36,4,1
6867,5845,661170,1,1000,690,543,36,4,1
6874,5783,661180,1,1030,690,540,36,4,1
6879,5739,661190,1,1000,690,538,36,4,1
6890,5713,661200,1,1000,690,491,36,4,1
6901,5700,661210,1,1000,690,445,36,4,1
6911,5700,661220,1,970,680,440,36,4,1
6925,5724,661230,1,970,680,440,36,4,1
6941,5766,661240,1,970,680,444,36,4,1
6956,5859,661250,1,950,680,443,36,4,1
6970,5951,661260,1,950,680,453,36,4,1
6984,6062,661270,1,970,680,488,36,4,1
6998,6186,661280,1,980,690,524,36,4,1
7013,6309,661290,1,1000,690,551,36,4,1
7042,6409,661300,1,1000,690,584,36,4,1
7081,6494,661310,1,1030,690,594,36,4,1
7105,6546,661320,1,1050,680,613,36,4,1
7115,6567,661330,1,1050,680,620,36,4,1
7115,6567,661340,1,1050,680,639,36,4,1
7115,6567,661350,1,1070,670,644,36,4,1
7115,6561,661360,1,1070,670,664,36,4,1
7136,6489,661370,1,1070,670,663,36,4,1
7170,6372,661380,1,1080,680,668,36,4,1
7191,6221,661390,1,1080,680,638,36,4,1
7222,6016,661400,1,1080,680,625,36,4,1
7260,5774,661410,1,1050,680,619,36,4,1
7291,5527,661420,1,1060,690,619,36,4,1
7322,5287,661430,1,1040,690,638,36,4,1
7341,5053,661440,1,980,700,652,36,4,1
7351,4850,661450,1,960,710,663,36,4,1
7351,4701,661460,1,930,710,682,36,4,1
7351,4587,661470,1,900,720,694,36,4,1
7338,4507,661480,1,870,720,742,36,4,1
7314,4468,661490,1,830,730,784,36,4,1
7277,4456,661500,1,800,730,784,36,4,1
7230,4456,661510,1,800,730,755,36,4,1
7132,4485,661520,1,770,730,724,36,4,1
7009,4534,661530,1,770,730,589,36,4,1
6868,4623,661540,1,780,720,520,36,4,1
6762,4696,661550,1,780,720,20,36,4,1
6413,6353,663153,0,940,650,418,36,5,1
6475,6409,663163,1,960,650,491,36,5,1
6491,6424,663173,1,960,650,515,36,5,1
6498,6419,663183,1,990,660,603,36,5,1
6510,6412,663193,1,990,660,638,36,5,1
6530,6379,663203,1,990,660,662,36,5,1
6553,6331,663213,1,1020,670,681,36,5,1
6573,6258,663223,1,1020,670,673,36,5,1
6582,6183,663233,1,1020,670,603,36,5,1
6582,6110,663243,1,1050,670,387,36,5,1
6582,6055,663253,1,1020,680,1,36,5,1
6329,5929,663313,0,970,670,427,36,5,1
6189,5947,663323,1,970,660,453,36,5,1
6129,5952,663333,1,970,660,595,36,5,1
6109,5952,663343,1,970,660,619,36,5,1
6115,5952,663353,1,960,650,613,36,5,1
6115,5952,663363,1,960,650,627,36,5,1
6127,5960,663373,1,990,650,668,36,5,1
6197,5967,663383,1,980,640,676,36,5,1
6306,5993,663393,1,990,650,697,36,5,1
6417,6020,663403,1,990,650,700,36,5,1
6521,6046,663413,1,1010,650,691,36,5,1
6621,6072,663423,1,1010,660,663,36,5,1
6721,6096,663433,1,1010,660,566,36,5,1
6788,6115,663443,1,1040,660,332,36,5,1
6596,6034,663544,0,1020,680,286,36,5,1
6573,5988,663554,1,1020,670,324,36,5,1
6551,5965,663564,1,1020,670,404,36,5,1
6524,5915,663574,1,1020,670,470,36,5,1
6493,5847,663584,1,990,670,546,36,5,1
6452,5764,663594,1,990,660,589,36,5,1
6403,5663,663604,1,990,660,616,36,5,1
6345,5551,663614,1,970,660,676,36,5,1
6278,5433,663624,1,970,660,690,36,5,1
6204,5315,663634,1,940,660,702,36,5,1
6135,5219,663644,1,920,660,702,36,5,1
6080,5138,663654,1,920,660,691,36,5,1
6033,5091,663664,1,900,660,627,36,5,1
6004,5075,663674,1,900,660,540,36,5,1
5978,5075,663684,1,900,660,371,36,5,1
5964,5108,663694,1,900,650,160,36,5,1
6014,5404,663734,0,900,650,137,36,5,1
