x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
4771,5640,432491,0,1250,500,93,37,1,1
4749,5558,432501,1,1250,500,151,37,1,1
4742,5552,432511,1,1240,490,143,37,1,1
4742,5558,432521,1,1240,490,196,37,1,1
4757,5573,432531,1,1230,480,217,37,1,1
4821,5659,432541,1,1240,480,225,37,1,1
4916,5821,432551,1,1240,480,244,37,1,1
5051,6034,432561,1,1260,480,249,37,1,1
5217,6267,432571,1,1270,480,249,37,1,1
5404,6497,432581,1,1300,480,239,37,1,1
5563,6655,432591,1,1310,480,250,37,1,1
5659,6766,432601,1,1330,480,265,37,1,1
5714,6806,432611,1,1350,490,306,37,1,1
5719,6806,432621,1,1360,490,336,37,1,1
5719,6788,432631,1,1380,490,400,37,1,1
5719,6724,432641,1,1400,500,471,37,1,1
5699,6551,432651,1,1420,490,524,37,1,1
5662,6305,432661,1,1430,500,581,37,1,1
5612,5940,432671,1,1420,500,613,37,1,1
5552,5528,432681,1,1410,510,616,37,1,1
5489,5085,432691,1,1400,520,634,37,1,1
5423,4737,432701,1,1390,520,643,37,1,1
5415,4537,432711,1,1360,520,641,37,1,1
5433,4437,432721,1,1350,530,636,37,1,1
5467,4379,432731,1,1340,540,589,37,1,1
5491,4360,432741,1,1310,540,569,37,1,1
5498,4368,432751,1,1300,540,529,37,1,1
5493,4451,432761,1,1300,540,509,37,1,1
5471,4605,432771,1,1290,530,522,37,1,1
5406,4807,432781,1,1290,530,546,37,1,1
5311,4978,432791,1,1290,530,606,37,1,1
5193,5078,432801,1,1290,530,658,37,1,1
5082,5132,432811,1,1290,520,682,37,1,1
4975,5151,432821,1,1290,520,728,37,1,1
4908,5151,432831,1,1290,520,725,37,1,1
4877,5142,432841,1,1290,510,710,37,1,1
4869,5125,432851,1,1290,510,690,37,1,1
4877,5111,432861,1,1290,510,678,37,1,1
4942,5068,432871,1,1290,500,662,37,1,1
5046,5004,432881,1,1290,500,650,37,1,1
5205,5013,432891,1,1290,500,656,37,1,1
5396,5081,432901,1,1300,510,661,37,1,1
5609,5188,432911,1,1300,510,650,37,1,1
5837,5328,432921,1,1320,510,653,37,1,1
6005,5449,432931,1,1330,520,649,37,1,1
6134,5558,432941,1,1340,520,652,37,1,1
6206,5609,432951,1,1350,530,670,37,1,1
6223,5630,432961,1,1350,530,717,37,1,1
6202,5630,432971,1,1360,540,739,37,1,1
6167,5645,432981,1,1370,540,739,37,1,1
6095,5653,432991,1,1370,540,743,37,1,1
5997,5626,433001,1,1370,540,745,37,1,1
5908,5577,433011,1,1390,540,742,37,1,1
5823,5482,433021,1,1390,540,737,37,1,1
5740,5350,433031,1,1390,540,730,37,1,1
5702,5193,433041,1,1400,530,722,37,1,1
5702,5083,433051,1,1390,540,725,37,1,1
5724,5006,433061,1,1390,540,705,37,1,1
5787,4950,433071,1,1370,530,684,37,1,1
5871,4939,433081,1,1360,540,667,37,1,1
5969,4992,433091,1,1360,540,667,37,1,1
6084,5087,433101,1,1360,540,637,37,1,1
6183,5206,433111,1,1360,540,614,37,1,1
6272,5325,433121,1,1360,540,620,37,1,1
6298,5396,433131,1,1370,540,640,37,1,1
6290,5437,433141,1,1370,540,696,37,1,1
6259,5450,433151,1,1370,540,724,37,1,1
6244,5444,433161,1,1390,550,725,37,1,1
6229,5425,433171,1,1390,550,724,37,1,1
6216,5396,433181,1,1390,550,711,37,1,1
6216,5357,433191,1,1400,540,707,37,1,1
6228,5311,433201,1,1400,540,690,37,1,1
6266,5261,433211,1,1400,540,646,37,1,1
6331,5251,433221,1,1390,550,586,37,1,1
6413,5269,433231,1,1390,550,562,37,1,1
6520,5343,433241,1,1390,550,497,37,1,1
6632,5421,433251,1,1400,550,498,37,1,1
6714,5502,433261,1,1400,550,499,37,1,1
6775,5533,433271,1,1400,550,543,37,1,1
6789,5533,433281,1,1410,560,611,37,1,1
6789,5521,433291,1,1410,560,676,37,1,1
6784,5504,433301,1,1430,560,721,37,1,1
6778,5473,433311,1,1440,570,750,37,1,1
6778,5433,433321,1,1440,570,757,37,1,1
6771,5362,433331,1,1460,570,759,37,1,1
6781,5319,433341,1,1470,560,761,37,1,1
6812,5296,433351,1,1460,570,746,37,1,1
6856,5283,433361,1,1460,570,721,37,1,1
6917,5299,433371,1,1460,570,719,37,1,1
6992,5334,433381,1,1460,570,717,37,1,1
7077,5390,433391,1,1460,570,713,37,1,1
7130,5421,433401,1,1460,570,717,37,1,1
7166,5436,433411,1,1440,570,722,37,1,1
7191,5431,433421,1,1440,570,751,37,1,1
7201,5420,433431,1,1460,570,765,37,1,1
7212,5397,433441,1,1460,570,826,37,1,1
7228,5367,433451,1,1460,570,828,37,1,1
7252,5347,433461,1,1470,580,854,37,1,1
7318,5347,433471,1,1470,580,879,37,1,1
7409,5367,433481,1,1470,580,869,37,1,1
7571,5450,433491,1,1490,580,619,37,1,1
4681,5556,439552,0,1300,480,345,37,2,1
4654,5445,439562,1,1300,480,312,37,2,1
4624,5423,439572,1,1300,480,315,37,2,1
4639,5423,439582,1,1310,480,376,37,2,1
4694,5433,439592,1,1310,480,418,37,2,1
4776,5513,439602,1,1310,480,425,37,2,1
4905,5669,439612,1,1310,480,425,37,2,1
5068,5877,439622,1,1320,490,409,37,2,1
5254,6130,439632,1,1320,490,389,37,2,1
5436,6309,439642,1,1320,490,381,37,2,1
5545,6440,439652,1,1340,490,376,37,2,1
5606,6467,439662,1,1350,500,422,37,2,1
5620,6423,439672,1,1370,500,488,37,2,1
5615,6332,439682,1,1380,500,561,37,2,1
5598,6137,439692,1,1400,510,645,37,2,1
5548,5855,439702,1,1400,510,693,37,2,1
5484,5516,439712,1,1410,510,714,37,2,1
5411,5124,439722,1,1400,520,727,37,2,1
5338,4809,439732,1,1400,520,742,37,2,1
5297,4545,439742,1,1390,520,739,37,2,1
5276,4379,439752,1,1370,530,731,37,2,1
5301,4299,439762,1,1360,540,630,37,2,1
5324,4277,439772,1,1340,540,553,37,2,1
5346,4318,439782,1,1330,540,348,37,2,1
5376,4470,439792,1,1330,540,232,37,2,1
5357,4697,439802,1,1310,540,230,37,2,1
5305,4888,439812,1,1310,540,366,37,2,1
5191,5007,439822,1,1310,540,478,37,2,1
5067,5077,439832,1,1300,530,562,37,2,1
4935,5068,439842,1,1310,520,652,37,2,1
4825,5024,439852,1,1310,520,668,37,2,1
4739,4958,439862,1,1320,510,666,37,2,1
4669,4864,439872,1,1320,510,663,37,2,1
4678,4797,439882,1,1330,510,671,37,2,1
4741,4747,439892,1,1330,510,671,37,2,1
4841,4733,439902,1,1330,510,684,37,2,1
5027,4816,439912,1,1330,510,691,37,2,1
5290,4965,439922,1,1340,510,691,37,2,1
5605,5162,439932,1,1350,510,688,37,2,1
5895,5333,439942,1,1360,510,684,37,2,1
6063,5487,439952,1,1360,510,681,37,2,1
6150,5557,439962,1,1370,520,702,37,2,1
6159,5600,439972,1,1390,520,728,37,2,1
6123,5626,439982,1,1400,530,727,37,2,1
6056,5642,439992,1,1410,530,743,37,2,1
5950,5625,440002,1,1410,530,761,37,2,1
5851,5586,440012,1,1410,530,763,37,2,1
5757,5510,440022,1,1420,530,762,37,2,1
5651,5397,440032,1,1420,530,767,37,2,1
5581,5259,440042,1,1420,530,770,37,2,1
5536,5107,440052,1,1420,530,767,37,2,1
5519,4996,440062,1,1420,530,751,37,2,1
5557,4912,440072,1,1400,530,758,37,2,1
