x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
0,2481,0,0,1550,710,439,1,1,1
0,2481,10,1,1480,770,420,1,1,1
68,2654,20,1,1350,830,433,1,1,1
181,2942,30,1,1350,800,422,1,1,1
284,3001,40,1,1350,800,415,1,1,1
396,3016,50,1,1350,800,423,1,1,1
514,3002,60,1,1350,800,439,1,1,1
609,2979,70,1,1350,800,491,1,1,1
684,2927,80,1,1350,800,561,1,1,1
745,2856,90,1,1350,800,613,1,1,1
800,2663,100,1,1350,800,638,1,1,1
839,2350,110,1,1350,800,650,1,1,1
866,1956,120,1,1350,800,649,1,1,1
881,1590,130,1,1350,800,661,1,1,1
881,1220,140,1,1350,800,662,1,1,1
873,981,150,1,1350,800,662,1,1,1
866,832,160,1,1350,790,631,1,1,1
861,763,170,1,1320,770,465,1,1,1
291,1202,270,0,1320,580,584,1,1,1
401,1139,280,1,1310,560,599,1,1,1
401,1287,290,1,1310,540,595,1,1,1
487,1360,300,1,1300,520,599,1,1,1
683,1382,310,1,1320,510,600,1,1,1
950,1413,320,1,1300,510,606,1,1,1
1121,1399,330,1,1300,510,606,1,1,1
1219,1356,340,1,1320,500,609,1,1,1
1268,1249,350,1,1320,500,611,1,1,1
1228,1042,360,1,1320,500,603,1,1,1
1152,769,370,1,1300,510,594,1,1,1
1052,472,380,1,1300,510,603,1,1,1
969,208,390,1,1320,510,636,1,1,1
919,68,400,1,1300,520,693,1,1,1
890,0,410,1,1300,520,733,1,1,1
897,0,420,1,1300,530,767,1,1,1
948,0,430,1,1300,530,787,1,1,1
1029,0,440,1,1300,530,788,1,1,1
1206,71,450,1,1290,530,791,1,1,1
1458,191,460,1,1290,530,700,1,1,1
1759,346,470,1,1300,540,346,1,1,1
3637,2494,621,0,1470,510,625,1,1,1
3646,2749,631,1,1480,500,659,1,1,1
3625,2915,641,1,1500,480,656,1,1,1
3609,2954,651,1,1510,470,659,1,1,1
3638,2834,661,1,1520,460,663,1,1,1
3696,2608,671,1,1520,460,679,1,1,1
3712,2274,681,1,1530,460,690,1,1,1
3703,1850,691,1,1540,460,690,1,1,1
3676,1367,701,1,1530,470,699,1,1,1
3639,1029,711,1,1520,480,700,1,1,1
3593,840,721,1,1510,480,694,1,1,1
3542,751,731,1,1490,490,702,1,1,1
3481,734,741,1,1480,500,642,1,1,1
3416,771,751,1,1480,500,417,1,1,1
3348,844,761,1,1450,510,68,1,1,1
3348,844,781,0,1430,520,51,1,1,1
3355,1850,791,1,1430,520,218,1,1,1
3490,2366,801,1,1410,520,348,1,1,1
3679,2793,811,1,1410,530,455,1,1,1
3905,3162,821,1,1410,530,533,1,1,1
4092,3505,831,1,1420,540,575,1,1,1
4248,3641,841,1,1420,540,609,1,1,1
4383,3641,851,1,1450,540,669,1,1,1
4496,3516,861,1,1450,540,763,1,1,1
4582,3197,871,1,1460,530,802,1,1,1
4650,2747,881,1,1460,530,817,1,1,1
4713,2111,891,1,1480,530,822,1,1,1
4773,1488,901,1,1480,530,828,1,1,1
4831,875,911,1,1480,530,824,1,1,1
4894,454,921,1,1500,520,825,1,1,1
4913,244,931,1,1520,530,832,1,1,1
4902,174,941,1,1510,530,777,1,1,1
4819,131,951,1,1520,540,591,1,1,1
2860,819,1031,0,1440,560,700,1,1,1
3072,1025,1041,1,1440,560,768,1,1,1
3198,1431,1051,1,1430,550,821,1,1,1
3586,1744,1061,1,1430,550,827,1,1,1
4049,1920,1071,1,1430,550,837,1,1,1
4563,2006,1081,1,1410,550,828,1,1,1
5031,2099,1091,1,1420,540,788,1,1,1
5333,2111,1101,1,1430,530,561,1,1,1
4465,2720,1182,0,1480,530,822,1,1,1
4160,2414,1192,1,1490,530,748,1,1,1
4008,2302,1202,1,1500,520,749,1,1,1
3929,2280,1212,1,1510,510,636,1,1,1
0,0,1222,0,0,0,0,29,1,1
0,0,1232,0,0,0,0,29,1,1
0,0,1242,0,0,0,0,29,1,1
0,0,1252,0,0,0,0,29,1,1
0,0,1262,0,0,0,0,29,1,1
0,0,1272,0,0,0,0,29,1,1
0,0,1282,0,0,0,0,29,1,1
0,0,1292,0,0,0,0,29,1,1
0,0,1302,0,0,0,0,29,1,1
0,0,1312,0,0,0,0,29,1,1
0,0,1322,0,0,0,0,29,1,1
0,0,1332,0,0,0,0,29,1,1
0,0,1342,0,0,0,0,29,1,1
0,0,1352,0,0,0,0,29,1,1
0,0,1362,0,0,0,0,29,1,1
0,0,1372,0,0,0,0,29,1,1
0,0,1382,0,0,0,0,29,1,1
0,0,1392,0,0,0,0,29,1,1
0,0,1402,0,0,0,0,29,1,1
0,0,1412,0,0,0,0,29,1,1
0,0,1422,0,0,0,0,29,1,1
0,0,1432,0,0,0,0,29,1,1
0,0,1442,0,0,0,0,29,1,1
0,0,1452,0,0,0,0,29,1,1
0,0,1462,0,0,0,0,29,1,1
0,0,1472,0,0,0,0,29,1,1
0,0,1482,0,0,0,0,29,1,1
0,0,1492,0,0,0,0,29,1,1
0,0,1502,0,0,0,0,29,1,1
0,0,1512,0,0,0,0,29,1,1
0,0,1522,0,0,0,0,29,1,1
0,0,1532,0,0,0,0,29,1,1
0,0,1542,0,0,0,0,29,1,1
0,0,1552,0,0,0,0,29,1,1
0,0,1562,0,0,0,0,29,1,1
0,0,1572,0,0,0,0,29,1,1
0,0,1582,0,0,0,0,29,1,1
0,0,1592,0,0,0,0,29,1,1
0,0,1602,0,0,0,0,29,1,1
0,0,1612,0,0,0,0,29,1,1
0,0,1622,0,0,0,0,29,1,1
0,0,1632,0,0,0,0,29,1,1
0,0,1642,0,0,0,0,29,1,1
0,0,1652,0,0,0,0,29,1,1
0,0,1662,0,0,0,0,29,1,1
0,0,1672,0,0,0,0,29,1,1
0,0,1682,0,0,0,0,29,1,1
0,0,1692,0,0,0,0,29,1,1
0,0,1702,0,0,0,0,29,1,1
0,0,1712,0,0,0,0,29,1,1
0,0,1722,0,0,0,0,29,1,1
0,0,1732,0,0,0,0,29,1,1
0,0,1742,0,0,0,0,29,1,1
0,0,1752,0,0,0,0,29,1,1
0,0,1762,0,0,0,0,29,1,1
0,0,1772,0,0,0,0,29,1,1
0,0,1782,0,0,0,0,29,1,1
0,0,1792,0,0,0,0,29,1,1
0,0,1802,0,0,0,0,29,1,1
0,0,1812,0,0,0,0,29,1,1
0,0,1822,0,0,0,0,29,1,1
0,0,1832,0,0,0,0,29,1,1
0,0,1842,0,0,0,0,29,1,1
0,0,1852,0,0,0,0,29,1,1
0,0,1862,0,0,0,0,29,1,1
0,0,1872,0,0,0,0,29,1,1
0,0,1882,0,0,0,0,29,1,1
0,0,1892,0,0,0,0,29,1,1
0,0,1902,0,0,0,0,29,1,1
0,0,1912,0,0,0,0,29,1,1
0,0,1922,0,0,0,0,29,1,1
0,0,1932,0,0,0,0,29,1,1
0,0,1942,0,0,0,0,29,1,1
0,0,1952,0,0,0,0,29,1,1
0,0,1962,0,0,0,0,29,1,1
0,0,1972,0,0,0,0,29,1,1
0,0,1982,0,0,0,0,29,1,1
0,0,1992,0,0,0,0,29,1,1
0,0,2002,0,0,0,0,29,1,1
0,0,2012,0,0,0,0,29,1,1
0,0,2022,0,0,0,0,29,1,1
0,0,2032,0,0,0,0,29,1,1
0,0,2042,0,0,0,0,29,1,1
0,0,2052,0,0,0,0,29,1,1
0,0,2062,0,0,0,0,29,1,1
0,0,2072,0,0,0,0,29,1,1
0,0,2082,0,0,0,0,29,1,1
0,0,2092,0,0,0,0,29,1,1
0,0,2102,0,0,0,0,29,1,1
0,0,2112,0,0,0,0,29,1,1
0,0,2122,0,0,0,0,29,1,1
0,0,2132,0,0,0,0,29,1,1
0,0,2142,0,0,0,0,29,1,1
0,0,2152,0,0,0,0,29,1,1
0,0,2162,0,0,0,0,29,1,1
0,0,2172,0,0,0,0,29,1,1
0,0,2182,0,0,0,0,29,1,1
0,0,2192,0,0,0,0,29,1,1
0,0,2202,0,0,0,0,29,1,1
0,0,2212,0,0,0,0,29,1,1
0,0,2222,0,0,0,0,29,1,1
0,0,2232,0,0,0,0,29,1,1
0,0,2242,0,0,0,0,29,1,1
0,0,2252,0,0,0,0,29,1,1
0,0,2262,0,0,0,0,29,1,1
0,0,2272,0,0,0,0,29,1,1
0,0,2282,0,0,0,0,29,1,1
0,0,2292,0,0,0,0,29,1,1
0,0,2302,0,0,0,0,29,1,1
0,0,2312,0,0,0,0,29,1,1
0,0,2322,0,0,0,0,29,1,1
0,0,2332,0,0,0,0,29,1,1
0,0,2342,0,0,0,0,29,1,1
0,0,2352,0,0,0,0,29,1,1
0,0,2362,0,0,0,0,29,1,1
0,0,2372,0,0,0,0,29,1,1
0,0,2382,0,0,0,0,29,1,1
0,0,2392,0,0,0,0,29,1,1
0,0,2402,0,0,0,0,29,1,1
0,0,2412,0,0,0,0,29,1,1
0,0,2422,0,0,0,0,29,1,1
0,0,2432,0,0,0,0,29,1,1
0,0,2442,0,0,0,0,29,1,1
0,0,2452,0,0,0,0,29,1,1
0,0,2462,0,0,0,0,29,1,1
0,0,2472,0,0,0,0,29,1,1
0,0,2482,0,0,0,0,29,1,1
0,0,2492,0,0,0,0,29,1,1
0,0,2502,0,0,0,0,29,1,1
0,0,2512,0,0,0,0,29,1,1
0,0,2522,0,0,0,0,29,1,1
0,0,2532,0,0,0,0,29,1,1
0,0,2542,0,0,0,0,29,1,1
0,0,2552,0,0,0,0,29,1,1
0,0,2562,0,0,0,0,29,1,1
0,0,2572,0,0,0,0,29,1,1
0,0,2582,0,0,0,0,29,1,1
0,0,2592,0,0,0,0,29,1,1
0,0,2602,0,0,0,0,29,1,1
0,0,2612,0,0,0,0,29,1,1
0,0,2622,0,0,0,0,29,1,1
0,0,2632,0,0,0,0,29,1,1
0,0,2642,0,0,0,0,29,1,1
0,0,2652,0,0,0,0,29,1,1
0,0,2662,0,0,0,0,29,1,1
0,0,2672,0,0,0,0,29,1,1
0,0,2682,0,0,0,0,29,1,1
0,0,2692,0,0,0,0,29,1,1
0,0,2702,0,0,0,0,29,1,1
0,0,2712,0,0,0,0,29,1,1
0,0,2722,0,0,0,0,29,1,1
0,0,2732,0,0,0,0,29,1,1
0,0,2742,0,0,0,0,29,1,1
0,0,2752,0,0,0,0,29,1,1
0,0,2762,0,0,0,0,29,1,1
0,0,2772,0,0,0,0,29,1,1
0,0,2782,0,0,0,0,29,1,1
0,0,2792,0,0,0,0,29,1,1
0,0,2802,0,0,0,0,29,1,1
0,0,2812,0,0,0,0,29,1,1
0,0,2822,0,0,0,0,29,1,1
0,0,2832,0,0,0,0,29,1,1
0,0,2842,0,0,0,0,29,1,1
0,0,2852,0,0,0,0,29,1,1
0,0,2862,0,0,0,0,29,1,1
0,0,2872,0,0,0,0,29,1,1
0,0,2882,0,0,0,0,29,1,1
0,0,2892,0,0,0,0,29,1,1
0,0,2902,0,0,0,0,29,1,1
0,0,2912,0,0,0,0,29,1,1
0,0,2922,0,0,0,0,29,1,1
0,0,2932,0,0,0,0,29,1,1
0,0,2942,0,0,0,0,29,1,1
0,0,2952,0,0,0,0,29,1,1
0,0,2962,0,0,0,0,29,1,1
0,0,2972,0,0,0,0,29,1,1
0,0,2982,0,0,0,0,29,1,1
0,0,2992,0,0,0,0,29,1,1
0,0,3002,0,0,0,0,29,1,1
0,0,3012,0,0,0,0,29,1,1
0,0,3022,0,0,0,0,29,1,1
0,0,3032,0,0,0,0,29,1,1
0,0,3042,0,0,0,0,29,1,1
0,0,3052,0,0,0,0,29,1,1
0,0,3062,0,0,0,0,29,1,1
0,0,3072,0,0,0,0,29,1,1
0,0,3082,0,0,0,0,29,1,1
0,0,3092,0,0,0,0,29,1,1
0,0,3102,0,0,0,0,29,1,1
0,0,3112,0,0,0,0,29,1,1
0,0,3122,0,0,0,0,29,1,1
0,0,3132,0,0,0,0,29,1,1
0,0,3142,0,0,0,0,29,1,1
0,0,3152,0,0,0,0,29,1,1
0,0,3162,0,0,0,0,29,1,1
0,0,3172,0,0,0,0,29,1,1
0,0,3182,0,0,0,0,29,1,1
0,0,3192,0,0,0,0,29,1,1
0,0,3202,0,0,0,0,29,1,1
0,0,3212,0,0,0,0,29,1,1
0,0,3222,0,0,0,0,29,1,1
0,0,3232,0,0,0,0,29,1,1
0,0,3242,0,0,0,0,29,1,1
0,0,3252,0,0,0,0,29,1,1
0,0,3262,0,0,0,0,29,1,1
0,0,3272,0,0,0,0,29,1,1
0,0,3282,0,0,0,0,29,1,1
0,0,3292,0,0,0,0,29,1,1
609,1941,0,0,1170,490,446,29,2,1
621,1941,10,1,1180,490,513,29,2,1
610,1962,20,1,1180,490,569,29,2,1
