x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
622,4284,0,0,1260,370,361,32,1,1
653,4275,10,1,1250,370,444,32,1,1
604,4363,20,1,1250,380,453,32,1,1
674,4462,30,1,1250,400,480,32,1,1
823,4568,40,1,1250,410,517,32,1,1
1057,4764,50,1,1250,420,532,32,1,1
1313,4927,60,1,1250,430,546,32,1,1
1584,5068,70,1,1250,440,546,32,1,1
1807,5183,80,1,1250,440,550,32,1,1
2041,5267,90,1,1250,450,551,32,1,1
2282,5330,100,1,1260,460,543,32,1,1
2456,5383,110,1,1280,450,538,32,1,1
2564,5409,120,1,1290,460,363,32,1,1
2033,5493,200,0,1360,460,176,32,1,1
1728,5305,210,1,1360,460,225,32,1,1
1574,5162,220,1,1360,460,289,32,1,1
1411,4910,230,1,1360,460,418,32,1,1
1242,4473,240,1,1360,460,563,32,1,1
1105,3914,250,1,1350,460,663,32,1,1
1028,3182,260,1,1350,460,733,32,1,1
991,2426,270,1,1340,460,759,32,1,1
1050,1655,280,1,1320,470,757,32,1,1
1130,993,290,1,1310,470,762,32,1,1
1225,547,300,1,1270,480,762,32,1,1
1263,246,310,1,1240,490,760,32,1,1
1293,61,320,1,1220,500,753,32,1,1
1318,0,330,1,1180,510,758,32,1,1
1325,21,340,1,1150,510,736,32,1,1
1307,36,350,1,1130,520,707,32,1,1
1272,99,360,1,1100,520,592,32,1,1
1214,195,370,1,1080,530,142,32,1,1
215,1465,440,0,970,530,376,32,1,1
98,1792,450,1,970,530,443,32,1,1
0,1979,460,1,970,530,491,32,1,1
77,2158,470,1,980,520,515,32,1,1
270,2370,480,1,990,520,584,32,1,1
549,2604,490,1,1000,520,630,32,1,1
877,2867,500,1,1010,510,649,32,1,1
1237,3111,510,1,1020,500,652,32,1,1
1647,3343,520,1,1030,500,667,32,1,1
2011,3555,530,1,1050,500,668,32,1,1
2343,3701,540,1,1060,500,667,32,1,1
2597,3804,550,1,1080,510,662,32,1,1
2733,3846,560,1,1090,500,646,32,1,1
2789,3846,570,1,1090,500,617,32,1,1
2803,3816,580,1,1100,500,342,32,1,1
2443,3509,681,0,1170,510,55,32,1,1
2443,3509,691,1,1170,510,207,32,1,1
2443,3509,701,1,1170,510,304,32,1,1
2455,3544,711,1,1160,500,389,32,1,1
2455,3582,721,1,1160,500,453,32,1,1
2461,3618,731,1,1160,500,498,32,1,1
2468,3633,741,1,1160,500,517,32,1,1
2481,3633,751,1,1160,500,527,32,1,1
2496,3616,761,1,1160,500,538,32,1,1
2546,3527,771,1,1160,500,537,32,1,1
2599,3392,781,1,1160,500,543,32,1,1
2641,3242,791,1,1160,500,546,32,1,1
2673,3133,801,1,1160,500,554,32,1,1
2694,3051,811,1,1150,500,566,32,1,1
2694,2979,821,1,1150,500,594,32,1,1
2688,2934,831,1,1130,510,655,32,1,1
2681,2907,841,1,1130,510,716,32,1,1
2670,2907,851,1,1140,510,737,32,1,1
2655,2963,861,1,1130,520,751,32,1,1
2655,3046,871,1,1130,520,751,32,1,1
2675,3181,881,1,1130,520,740,32,1,1
2713,3340,891,1,1130,520,730,32,1,1
2772,3515,901,1,1130,520,714,32,1,1
2834,3623,911,1,1130,520,564,32,1,1
3368,3884,1001,0,1140,510,255,32,1,1
3343,3827,1011,1,1150,510,294,32,1,1
3294,3858,1021,1,1160,520,305,32,1,1
3231,3858,1031,1,1160,520,387,32,1,1
3159,3827,1041,1,1160,520,440,32,1,1
3102,3804,1051,1,1170,520,485,32,1,1
3048,3759,1061,1,1170,520,519,32,1,1
3002,3700,1071,1,1170,520,559,32,1,1
2972,3600,1081,1,1170,520,597,32,1,1
2953,3500,1091,1,1160,520,619,32,1,1
2962,3400,1101,1,1160,520,619,32,1,1
2995,3354,1111,1,1160,520,636,32,1,1
3043,3354,1121,1,1160,520,639,32,1,1
3113,3386,1131,1,1160,520,636,32,1,1
3187,3477,1141,1,1160,520,624,32,1,1
3268,3576,1151,1,1160,520,592,32,1,1
3317,3681,1161,1,1160,520,564,32,1,1
3344,3763,1171,1,1150,510,564,32,1,1
3349,3812,1181,1,1150,510,595,32,1,1
3342,3839,1191,1,1150,510,606,32,1,1
3328,3823,1201,1,1150,510,611,32,1,1
3313,3763,1211,1,1150,510,641,32,1,1
3303,3673,1221,1,1150,510,652,32,1,1
3303,3591,1231,1,1150,510,663,32,1,1
3318,3538,1241,1,1150,510,682,32,1,1
3345,3504,1251,1,1150,510,699,32,1,1
3386,3512,1261,1,1150,510,697,32,1,1
3439,3567,1271,1,1150,510,685,32,1,1
3501,3654,1281,1,1150,510,647,32,1,1
3553,3750,1291,1,1150,510,620,32,1,1
3581,3846,1301,1,1150,510,613,32,1,1
3593,3893,1311,1,1150,510,644,32,1,1
3593,3909,1322,1,1150,510,665,32,1,1
3593,3909,1332,1,1150,510,679,32,1,1
3593,3864,1342,1,1160,520,694,32,1,1
3593,3802,1352,1,1160,520,721,32,1,1
3601,3731,1362,1,1160,520,724,32,1,1
3612,3687,1372,1,1170,530,722,32,1,1
3628,3662,1382,1,1180,530,724,32,1,1
3646,3662,1392,1,1190,530,721,32,1,1
3670,3692,1402,1,1190,530,702,32,1,1
3697,3744,1412,1,1190,530,687,32,1,1
3713,3802,1422,1,1190,530,667,32,1,1
3722,3862,1432,1,1200,540,656,32,1,1
3731,3923,1442,1,1200,540,658,32,1,1
3731,3960,1452,1,1200,540,665,32,1,1
3736,3953,1462,1,1200,540,679,32,1,1
3752,3917,1472,1,1210,550,696,32,1,1
3768,3848,1482,1,1210,550,730,32,1,1
3788,3796,1492,1,1210,550,758,32,1,1
3810,3755,1502,1,1210,550,768,32,1,1
3831,3734,1512,1,1210,550,791,32,1,1
3852,3740,1522,1,1210,550,791,32,1,1
3872,3764,1532,1,1210,550,788,32,1,1
3908,3839,1542,1,1210,550,788,32,1,1
3939,3936,1552,1,1210,550,790,32,1,1
3967,4048,1562,1,1210,550,719,32,1,1
3994,4160,1572,1,1210,550,636,32,1,1
4019,4272,1582,1,1210,550,617,32,1,1
4026,4385,1592,1,1210,550,665,32,1,1
4021,4410,1602,1,1230,550,700,32,1,1
4016,4401,1612,1,1230,550,737,32,1,1
4009,4370,1622,1,1230,550,782,32,1,1
4009,4283,1632,1,1240,540,806,32,1,1
4009,4218,1642,1,1240,540,820,32,1,1
