x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
66,3282,0,0,1190,660,405,21,1,1
111,3349,10,1,1190,660,546,21,1,1
92,3375,20,1,1170,630,540,21,1,1
30,3409,30,1,1160,600,543,21,1,1
58,3415,40,1,1160,560,548,21,1,1
114,3402,50,1,1150,520,550,21,1,1
189,3386,60,1,1150,520,550,21,1,1
246,3373,70,1,1150,520,550,21,1,1
308,3358,80,1,1160,530,545,21,1,1
373,3341,90,1,1160,530,521,21,1,1
414,3310,100,1,1170,540,448,21,1,1
431,3276,110,1,1190,540,333,21,1,1
431,3205,120,1,1200,550,112,21,1,1
195,2798,171,0,1260,570,144,21,1,1
54,2647,181,1,1270,570,244,21,1,1
17,2647,191,1,1270,570,294,21,1,1
0,2655,201,1,1270,570,314,21,1,1
9,2677,211,1,1260,580,315,21,1,1
47,2710,221,1,1260,580,339,21,1,1
103,2750,231,1,1230,580,348,21,1,1
175,2768,241,1,1230,580,361,21,1,1
264,2768,251,1,1210,580,391,21,1,1
364,2737,261,1,1210,580,422,21,1,1
464,2658,271,1,1200,580,435,21,1,1
532,2549,281,1,1200,580,444,21,1,1
579,2391,291,1,1180,590,444,21,1,1
573,2232,301,1,1180,590,446,21,1,1
539,2076,311,1,1180,590,442,21,1,1
485,1948,321,1,1170,590,455,21,1,1
411,1837,331,1,1170,590,466,21,1,1
336,1734,341,1,1170,590,469,21,1,1
261,1663,351,1,1170,590,471,21,1,1
195,1613,361,1,1150,600,471,21,1,1
132,1606,371,1,1150,600,474,21,1,1
80,1647,381,1,1150,600,466,21,1,1
37,1721,391,1,1150,600,466,21,1,1
26,1853,401,1,1150,600,468,21,1,1
35,1994,411,1,1130,600,468,21,1,1
104,2142,421,1,1140,610,474,21,1,1
207,2265,431,1,1140,610,473,21,1,1
333,2348,441,1,1140,610,496,21,1,1
505,2405,451,1,1160,600,507,21,1,1
692,2425,461,1,1160,600,515,21,1,1
889,2425,471,1,1160,600,520,21,1,1
1093,2401,481,1,1170,610,512,21,1,1
1231,2371,491,1,1170,610,513,21,1,1
1326,2340,501,1,1170,610,515,21,1,1
1380,2319,511,1,1200,620,516,21,1,1
1406,2304,521,1,1200,620,515,21,1,1
1414,2304,531,1,1200,620,515,21,1,1
1419,2304,541,1,1210,630,522,21,1,1
1427,2320,551,1,1230,620,489,21,1,1
1453,2415,561,1,1240,630,458,21,1,1
1490,2584,571,1,1240,630,443,21,1,1
1528,2802,581,1,1240,630,449,21,1,1
1568,3000,591,1,1250,640,456,21,1,1
1608,3134,601,1,1250,640,491,21,1,1
1645,3225,611,1,1270,630,522,21,1,1
1664,3250,621,1,1290,640,533,21,1,1
1675,3236,631,1,1300,630,584,21,1,1
1695,3196,641,1,1300,630,627,21,1,1
1712,3109,651,1,1320,630,642,21,1,1
1720,2984,661,1,1320,630,640,21,1,1
1720,2833,671,1,1320,630,643,21,1,1
1720,2697,681,1,1330,620,643,21,1,1
1728,2616,691,1,1330,620,646,21,1,1
1735,2572,701,1,1330,620,637,21,1,1
1743,2565,711,1,1320,630,637,21,1,1
1776,2604,721,1,1320,630,600,21,1,1
1826,2675,731,1,1320,630,515,21,1,1
1909,2834,741,1,1320,630,394,21,1,1
1993,3057,751,1,1320,630,291,21,1,1
2077,3322,761,1,1320,630,307,21,1,1
2142,3577,771,1,1320,630,393,21,1,1
2194,3725,781,1,1320,630,439,21,1,1
2209,3802,791,1,1320,630,463,21,1,1
2214,3797,801,1,1330,630,515,21,1,1
2214,3740,811,1,1330,630,625,21,1,1
2238,3649,821,1,1330,630,693,21,1,1
2253,3386,831,1,1330,630,722,21,1,1
2260,2929,841,1,1350,640,728,21,1,1
2260,2342,851,1,1350,640,733,21,1,1
2277,1709,861,1,1350,640,721,21,1,1
2302,1195,871,1,1350,640,733,21,1,1
2318,761,881,1,1350,650,721,21,1,1
2329,470,891,1,1330,660,722,21,1,1
2329,221,901,1,1330,660,636,21,1,1
2329,0,911,1,1330,670,184,21,1,1
4330,4251,2153,0,1370,530,379,21,1,1
4359,4307,2163,1,1370,530,428,21,1,1
4281,4314,2173,1,1370,530,439,21,1,1
4224,4307,2183,1,1370,520,442,21,1,1
4139,4127,2193,1,1370,520,466,21,1,1
4034,3886,2203,1,1370,530,490,21,1,1
3888,3604,2213,1,1370,530,496,21,1,1
3766,3331,2223,1,1370,530,498,21,1,1
3659,3128,2233,1,1370,540,492,21,1,1
3583,2973,2243,1,1360,550,498,21,1,1
3548,2925,2253,1,1360,560,468,21,1,1
3540,2911,2263,1,1350,570,399,21,1,1
3547,2920,2273,1,1350,580,168,21,1,1
3787,3377,2324,0,1320,610,103,21,1,1
3921,3531,2334,1,1320,610,222,21,1,1
3984,3547,2344,1,1320,610,297,21,1,1
4018,3498,2354,1,1320,610,364,21,1,1
4043,3407,2364,1,1320,610,399,21,1,1
4063,3222,2374,1,1300,620,402,21,1,1
4063,3031,2384,1,1300,620,409,21,1,1
4063,2836,2394,1,1300,620,407,21,1,1
4072,2703,2404,1,1300,620,404,21,1,1
4087,2631,2414,1,1300,620,399,21,1,1
4122,2600,2424,1,1300,620,359,21,1,1
4169,2594,2434,1,1300,620,103,21,1,1
4717,3497,2504,0,1290,640,374,21,1,1
5010,3872,2514,1,1290,640,473,21,1,1
5067,3960,2524,1,1290,640,494,21,1,1
5051,3945,2534,1,1300,650,533,21,1,1
5051,3862,2544,1,1300,650,554,21,1,1
5013,3673,2554,1,1300,650,563,21,1,1
4946,3478,2564,1,1320,640,574,21,1,1
4862,3277,2574,1,1330,650,574,21,1,1
4783,3075,2584,1,1330,650,569,21,1,1
4706,2933,2594,1,1350,640,570,21,1,1
4662,2866,2604,1,1350,640,556,21,1,1
4631,2848,2614,1,1350,640,468,21,1,1
4609,2853,2624,1,1350,640,315,21,1,1
4590,2904,2634,1,1350,640,180,21,1,1
4575,2985,2644,1,1330,650,85,21,1,1
4549,3280,2674,0,1320,640,3,21,1,1
4558,3611,2684,1,1320,640,130,21,1,1
4581,3693,2694,1,1320,640,200,21,1,1
4613,3730,2704,1,1320,640,274,21,1,1
4660,3700,2714,1,1320,640,376,21,1,1
4711,3630,2724,1,1320,640,468,21,1,1
4784,3534,2734,1,1330,630,526,21,1,1
4869,3433,2744,1,1330,630,572,21,1,1
4980,3335,2754,1,1330,630,630,21,1,1
5126,3272,2764,1,1330,630,668,21,1,1
5295,3232,2774,1,1350,630,678,21,1,1
5454,3216,2784,1,1350,630,675,21,1,1
5613,3216,2794,1,1350,630,664,21,1,1
5767,3235,2804,1,1380,630,640,21,1,1
5863,3255,2814,1,1380,630,589,21,1,1
5924,3272,2824,1,1380,630,516,21,1,1
5943,3281,2834,1,1400,630,280,21,1,1
4031,2233,2945,0,1320,650,543,21,1,1
3812,2046,2955,1,1320,650,567,21,1,1
3736,2054,2965,1,1300,650,556,21,1,1
3768,2063,2975,1,1280,650,561,21,1,1
3914,2079,2985,1,1270,640,570,21,1,1
4136,2129,2995,1,1270,640,565,21,1,1
4363,2196,3005,1,1250,650,570,21,1,1
4587,2257,3015,1,1250,650,566,21,1,1
4809,2315,3025,1,1220,650,566,21,1,1
5000,2368,3035,1,1220,650,560,21,1,1
