x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
2933,5678,31275775,0,1550,710,439,1,1,1
2933,5678,31275785,1,1480,770,420,1,1,1
3001,5851,31275795,1,1350,830,433,1,1,1
3114,6139,31275805,1,1350,800,422,1,1,1
3217,6198,31275815,1,1350,800,415,1,1,1
3329,6213,31275825,1,1350,800,423,1,1,1
3447,6199,31275835,1,1350,800,439,1,1,1
3542,6176,31275845,1,1350,800,491,1,1,1
3617,6124,31275855,1,1350,800,561,1,1,1
3678,6053,31275865,1,1350,800,613,1,1,1
3733,5860,31275875,1,1350,800,638,1,1,1
3772,5547,31275885,1,1350,800,650,1,1,1
3799,5153,31275895,1,1350,800,649,1,1,1
3814,4787,31275905,1,1350,800,661,1,1,1
3814,4417,31275915,1,1350,800,662,1,1,1
3806,4178,31275925,1,1350,800,662,1,1,1
3799,4029,31275935,1,1350,790,631,1,1,1
3794,3960,31275945,1,1320,770,465,1,1,1
3224,4399,31276045,0,1320,580,584,1,1,1
3334,4336,31276055,1,1310,560,599,1,1,1
3334,4484,31276065,1,1310,540,595,1,1,1
3420,4557,31276075,1,1300,520,599,1,1,1
3616,4579,31276085,1,1320,510,600,1,1,1
3883,4610,31276095,1,1300,510,606,1,1,1
4054,4596,31276105,1,1300,510,606,1,1,1
4152,4553,31276115,1,1320,500,609,1,1,1
4201,4446,31276125,1,1320,500,611,1,1,1
4161,4239,31276135,1,1320,500,603,1,1,1
4085,3966,31276145,1,1300,510,594,1,1,1
3985,3669,31276155,1,1300,510,603,1,1,1
3902,3405,31276165,1,1320,510,636,1,1,1
3852,3265,31276175,1,1300,520,693,1,1,1
3823,3197,31276185,1,1300,520,733,1,1,1
3830,3197,31276195,1,1300,530,767,1,1,1
3881,3197,31276205,1,1300,530,787,1,1,1
3962,3197,31276215,1,1300,530,788,1,1,1
4139,3268,31276225,1,1290,530,791,1,1,1
4391,3388,31276235,1,1290,530,700,1,1,1
4692,3543,31276245,1,1300,540,346,1,1,1
6570,5691,31276396,0,1470,510,625,1,1,1
6579,5946,31276406,1,1480,500,659,1,1,1
6558,6112,31276416,1,1500,480,656,1,1,1
6542,6151,31276426,1,1510,470,659,1,1,1
6571,6031,31276436,1,1520,460,663,1,1,1
6629,5805,31276446,1,1520,460,679,1,1,1
6645,5471,31276456,1,1530,460,690,1,1,1
6636,5047,31276466,1,1540,460,690,1,1,1
6609,4564,31276476,1,1530,470,699,1,1,1
6572,4226,31276486,1,1520,480,700,1,1,1
6526,4037,31276496,1,1510,480,694,1,1,1
6475,3948,31276506,1,1490,490,702,1,1,1
6414,3931,31276516,1,1480,500,642,1,1,1
6349,3968,31276526,1,1480,500,417,1,1,1
6281,4041,31276536,1,1450,510,68,1,1,1
6281,4041,31276556,0,1430,520,51,1,1,1
6288,5047,31276566,1,1430,520,218,1,1,1
6423,5563,31276576,1,1410,520,348,1,1,1
6612,5990,31276586,1,1410,530,455,1,1,1
6838,6359,31276596,1,1410,530,533,1,1,1
7025,6702,31276606,1,1420,540,575,1,1,1
7181,6838,31276616,1,1420,540,609,1,1,1
7316,6838,31276626,1,1450,540,669,1,1,1
7429,6713,31276636,1,1450,540,763,1,1,1
7515,6394,31276646,1,1460,530,802,1,1,1
7583,5944,31276656,1,1460,530,817,1,1,1
7646,5308,31276666,1,1480,530,822,1,1,1
7706,4685,31276676,1,1480,530,828,1,1,1
7764,4072,31276686,1,1480,530,824,1,1,1
7827,3651,31276696,1,1500,520,825,1,1,1
7846,3441,31276706,1,1520,530,832,1,1,1
7835,3371,31276716,1,1510,530,777,1,1,1
7752,3328,31276726,1,1520,540,591,1,1,1
5793,4016,31276806,0,1440,560,700,1,1,1
6005,4222,31276816,1,1440,560,768,1,1,1
6131,4628,31276826,1,1430,550,821,1,1,1
6519,4941,31276836,1,1430,550,827,1,1,1
6982,5117,31276846,1,1430,550,837,1,1,1
7496,5203,31276856,1,1410,550,828,1,1,1
7964,5296,31276866,1,1420,540,788,1,1,1
8266,5308,31276876,1,1430,530,561,1,1,1
7398,5917,31276957,0,1480,530,822,1,1,1
7093,5611,31276967,1,1490,530,748,1,1,1
6941,5499,31276977,1,1500,520,749,1,1,1
6862,5477,31276987,1,1510,510,636,1,1,1
2851,5121,8535506,0,1160,500,175,14,2,1
2851,5094,8535516,1,1160,500,249,14,2,1
2851,5077,8535526,1,1160,500,351,14,2,1
2856,5058,8535536,1,1180,510,452,14,2,1
2869,5033,8535546,1,1180,510,536,14,2,1
2890,5002,8535556,1,1180,510,588,14,2,1
2918,4969,8535566,1,1180,510,641,14,2,1
2966,4954,8535576,1,1180,510,664,14,2,1
3027,4954,8535586,1,1190,510,699,14,2,1
3122,4974,8535596,1,1190,510,703,14,2,1
3217,5009,8535606,1,1190,510,713,14,2,1
3313,5053,8535616,1,1190,510,721,14,2,1
3394,5092,8535626,1,1190,510,728,14,2,1
3466,5129,8535636,1,1190,510,730,14,2,1
3524,5159,8535646,1,1190,510,733,14,2,1
3560,5181,8535656,1,1190,510,721,14,2,1
3581,5191,8535666,1,1190,510,733,14,2,1
3586,5191,8535676,1,1190,510,720,14,2,1
3586,5191,8535686,1,1190,510,721,14,2,1
3586,5191,8535696,1,1170,520,728,14,2,1
3571,5199,8535706,1,1170,520,682,14,2,1
3553,5207,8535716,1,1170,520,594,14,2,1
3529,5213,8535726,1,1170,520,399,14,2,1
3341,5559,8535796,0,1170,520,208,14,2,1
3341,5559,8535806,1,1170,520,272,14,2,1
3341,5559,8535816,1,1170,520,345,14,2,1
3341,5559,8535826,1,1170,520,446,14,2,1
3341,5559,8535836,1,1170,520,530,14,2,1
3332,5486,8535846,1,1170,520,595,14,2,1
3337,5382,8535856,1,1170,520,662,14,2,1
3321,5248,8535866,1,1170,510,700,14,2,1
3293,5099,8535876,1,1170,520,740,14,2,1
3248,4925,8535886,1,1170,520,756,14,2,1
3197,4734,8535896,1,1170,520,785,14,2,1
3143,4591,8535906,1,1170,520,794,14,2,1
3093,4479,8535916,1,1170,520,794,14,2,1
3063,4388,8535926,1,1160,520,793,14,2,1
3046,4327,8535936,1,1160,520,785,14,2,1
3040,4298,8535946,1,1160,520,733,14,2,1
3040,4290,8535956,1,1150,520,646,14,2,1
3047,4296,8535966,1,1150,520,475,14,2,1
3184,4806,8536067,0,1130,520,146,14,2,1
3253,4826,8536077,1,1130,520,287,14,2,1
3283,4826,8536087,1,1130,520,414,14,2,1
3337,4800,8536097,1,1130,520,538,14,2,1
3393,4767,8536107,1,1140,510,619,14,2,1
3468,4716,8536117,1,1140,510,690,14,2,1
3555,4648,8536127,1,1140,510,742,14,2,1
3663,4568,8536137,1,1140,510,780,14,2,1
3772,4494,8536147,1,1140,510,797,14,2,1
3868,4430,8536157,1,1140,510,817,14,2,1
3954,4374,8536167,1,1130,520,826,14,2,1
4042,4336,8536177,1,1130,520,829,14,2,1
4119,4316,8536187,1,1130,520,823,14,2,1
4188,4307,8536197,1,1120,520,821,14,2,1
4226,4314,8536207,1,1120,520,817,14,2,1
4244,4321,8536217,1,1120,520,809,14,2,1
4249,4329,8536227,1,1100,520,787,14,2,1
4237,4345,8536237,1,1100,520,678,14,2,1
4200,4377,8536247,1,1100,520,334,14,2,1
5216,5356,8536527,0,1140,480,13,14,2,1
5285,5450,8536537,1,1140,480,127,14,2,1
5312,5475,8536547,1,1140,500,249,14,2,1
5337,5480,8536557,1,1150,500,359,14,2,1
5344,5480,8536567,1,1150,500,468,14,2,1
5344,5480,8536577,1,1150,510,570,14,2,1
5344,5480,8536587,1,1150,510,647,14,2,1
