x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
2933,5678,31275775,0,1550,710,439,1,1,1
2933,5678,31275785,1,1480,770,420,1,1,1
3001,5851,31275795,1,1350,830,433,1,1,1
3114,6139,31275805,1,1350,800,422,1,1,1
3217,6198,31275815,1,1350,800,415,1,1,1
3329,6213,31275825,1,1350,800,423,1,1,1
3447,6199,31275835,1,1350,800,439,1,1,1
3542,6176,31275845,1,1350,800,491,1,1,1
3617,6124,31275855,1,1350,800,561,1,1,1
3678,6053,31275865,1,1350,800,613,1,1,1
3733,5860,31275875,1,1350,800,638,1,1,1
3772,5547,31275885,1,1350,800,650,1,1,1
3799,5153,31275895,1,1350,800,649,1,1,1
3814,4787,31275905,1,1350,800,661,1,1,1
3814,4417,31275915,1,1350,800,662,1,1,1
3806,4178,31275925,1,1350,800,662,1,1,1
3799,4029,31275935,1,1350,790,631,1,1,1
3794,3960,31275945,1,1320,770,465,1,1,1
3224,4399,31276045,0,1320,580,584,1,1,1
3334,4336,31276055,1,1310,560,599,1,1,1
3334,4484,31276065,1,1310,540,595,1,1,1
3420,4557,31276075,1,1300,520,599,1,1,1
3616,4579,31276085,1,1320,510,600,1,1,1
3883,4610,31276095,1,1300,510,606,1,1,1
4054,4596,31276105,1,1300,510,606,1,1,1
4152,4553,31276115,1,1320,500,609,1,1,1
4201,4446,31276125,1,1320,500,611,1,1,1
4161,4239,31276135,1,1320,500,603,1,1,1
4085,3966,31276145,1,1300,510,594,1,1,1
3985,3669,31276155,1,1300,510,603,1,1,1
3902,3405,31276165,1,1320,510,636,1,1,1
3852,3265,31276175,1,1300,520,693,1,1,1
3823,3197,31276185,1,1300,520,733,1,1,1
3830,3197,31276195,1,1300,530,767,1,1,1
3881,3197,31276205,1,1300,530,787,1,1,1
3962,3197,31276215,1,1300,530,788,1,1,1
4139,3268,31276225,1,1290,530,791,1,1,1
4391,3388,31276235,1,1290,530,700,1,1,1
4692,3543,31276245,1,1300,540,346,1,1,1
6570,5691,31276396,0,1470,510,625,1,1,1
6579,5946,31276406,1,1480,500,659,1,1,1
6558,6112,31276416,1,1500,480,656,1,1,1
6542,6151,31276426,1,1510,470,659,1,1,1
6571,6031,31276436,1,1520,460,663,1,1,1
6629,5805,31276446,1,1520,460,679,1,1,1
6645,5471,31276456,1,1530,460,690,1,1,1
6636,5047,31276466,1,1540,460,690,1,1,1
6609,4564,31276476,1,1530,470,699,1,1,1
6572,4226,31276486,1,1520,480,700,1,1,1
6526,4037,31276496,1,1510,480,694,1,1,1
6475,3948,31276506,1,1490,490,702,1,1,1
6414,3931,31276516,1,1480,500,642,1,1,1
6349,3968,31276526,1,1480,500,417,1,1,1
6281,4041,31276536,1,1450,510,68,1,1,1
6281,4041,31276556,0,1430,520,51,1,1,1
6288,5047,31276566,1,1430,520,218,1,1,1
6423,5563,31276576,1,1410,520,348,1,1,1
6612,5990,31276586,1,1410,530,455,1,1,1
6838,6359,31276596,1,1410,530,533,1,1,1
7025,6702,31276606,1,1420,540,575,1,1,1
7181,6838,31276616,1,1420,540,609,1,1,1
7316,6838,31276626,1,1450,540,669,1,1,1
7429,6713,31276636,1,1450,540,763,1,1,1
7515,6394,31276646,1,1460,530,802,1,1,1
7583,5944,31276656,1,1460,530,817,1,1,1
7646,5308,31276666,1,1480,530,822,1,1,1
7706,4685,31276676,1,1480,530,828,1,1,1
7764,4072,31276686,1,1480,530,824,1,1,1
7827,3651,31276696,1,1500,520,825,1,1,1
7846,3441,31276706,1,1520,530,832,1,1,1
7835,3371,31276716,1,1510,530,777,1,1,1
7752,3328,31276726,1,1520,540,591,1,1,1
5793,4016,31276806,0,1440,560,700,1,1,1
6005,4222,31276816,1,1440,560,768,1,1,1
6131,4628,31276826,1,1430,550,821,1,1,1
6519,4941,31276836,1,1430,550,827,1,1,1
6982,5117,31276846,1,1430,550,837,1,1,1
7496,5203,31276856,1,1410,550,828,1,1,1
7964,5296,31276866,1,1420,540,788,1,1,1
8266,5308,31276876,1,1430,530,561,1,1,1
7398,5917,31276957,0,1480,530,822,1,1,1
7093,5611,31276967,1,1490,530,748,1,1,1
6941,5499,31276977,1,1500,520,749,1,1,1
6862,5477,31276987,1,1510,510,636,1,1,1
4568,5365,470967,0,840,620,22,35,2,1
4568,5365,470977,1,840,620,32,35,2,1
4568,5365,470987,1,840,620,32,35,2,1
4568,5365,470997,1,840,620,34,35,2,1
4568,5365,471007,1,840,620,27,35,2,1
4563,5390,471017,1,840,620,10,35,2,1
4506,5321,473320,0,860,620,51,35,2,1
4506,5321,473330,1,860,620,96,35,2,1
4499,5357,473340,1,860,620,139,35,2,1
4499,5371,473350,1,860,620,163,35,2,1
4507,5378,473360,1,860,620,198,35,2,1
4507,5378,473370,1,860,620,257,35,2,1
4518,5370,473380,1,860,620,338,35,2,1
4528,5316,473390,1,860,620,393,35,2,1
4542,5232,473400,1,860,620,430,35,2,1
4562,5065,473410,1,840,630,472,35,2,1
4568,4877,473420,1,840,630,517,35,2,1
4568,4676,473430,1,840,630,542,35,2,1
4559,4504,473440,1,820,630,546,35,2,1
4559,4349,473450,1,820,640,542,35,2,1
4564,4206,473460,1,800,640,538,35,2,1
4564,4120,473470,1,800,640,492,35,2,1
4564,4062,473480,1,780,630,442,35,2,1
4564,4023,473490,1,780,630,309,35,2,1
4564,4042,473500,1,780,630,198,35,2,1
4564,4089,473510,1,760,630,60,35,2,1
4395,5244,473851,0,860,640,168,35,2,1
4357,5249,473861,1,860,640,170,35,2,1
4343,5249,473871,1,860,640,185,35,2,1
4333,5268,473881,1,860,630,212,35,2,1
4333,5308,473891,1,860,630,240,35,2,1
4369,5364,473901,1,840,630,272,35,2,1
4420,5415,473911,1,840,630,291,35,2,1
4504,5468,473921,1,840,630,306,35,2,1
4620,5522,473931,1,860,630,316,35,2,1
4757,5558,473941,1,860,630,317,35,2,1
4886,5583,473951,1,860,630,309,35,2,1
5017,5592,473961,1,880,630,304,35,2,1
5126,5575,473971,1,880,640,314,35,2,1
5220,5540,473981,1,880,640,304,35,2,1
5269,5492,473991,1,880,650,317,35,2,1
5289,5425,474001,1,880,650,330,35,2,1
5289,5346,474011,1,880,660,338,35,2,1
5256,5245,474021,1,880,660,310,35,2,1
5184,5133,474031,1,880,670,379,35,2,1
5087,5013,474041,1,880,670,384,35,2,1
4975,4913,474051,1,880,670,417,35,2,1
4879,4815,474061,1,880,660,425,35,2,1
4794,4719,474071,1,860,660,415,35,2,1
4742,4671,474081,1,860,650,407,35,2,1
4729,4653,474091,1,860,650,366,35,2,1
4741,4653,474101,1,840,650,358,35,2,1
4793,4663,474111,1,840,640,353,35,2,1
4866,4690,474121,1,840,640,348,35,2,1
4953,4730,474131,1,860,640,346,35,2,1
5071,4783,474141,1,860,650,338,35,2,1
5183,4836,474151,1,860,650,333,35,2,1
5290,4871,474161,1,840,650,333,35,2,1
5384,4893,474171,1,830,660,336,35,2,1
5439,4884,474181,1,830,660,384,35,2,1
5469,4846,474191,1,810,670,407,35,2,1
5481,4789,474201,1,800,680,428,35,2,1
5457,4687,474211,1,800,680,466,35,2,1
5408,4568,474221,1,770,690,497,35,2,1
5313,4437,474231,1,770,690,489,35,2,1
5182,4293,474241,1,800,690,491,35,2,1
5027,4135,474251,1,800,690,502,35,2,1
4864,3967,474261,1,800,680,514,35,2,1
4700,3815,474271,1,810,670,501,35,2,1
4534,3682,474281,1,780,670,521,35,2,1
4407,3563,474291,1,790,660,526,35,2,1
4331,3485,474301,1,770,650,521,35,2,1
4290,3446,474311,1,770,640,499,35,2,1
