,Unnamed: 0,button,genuine,signature,time,user,x,y
0,0.0,0,1.0,1.0,0,,2233,4596
1,1.0,1,1.0,1.0,10,,2198,4655
2,2.0,1,1.0,1.0,20,,2153,4711
3,3.0,1,1.0,1.0,30,,2127,4739
4,4.0,1,1.0,1.0,40,,2047,4727
5,5.0,1,1.0,1.0,50,,1949,4687
6,6.0,1,1.0,1.0,60,,1838,4625
7,7.0,1,1.0,1.0,70,,1683,4467
8,8.0,1,1.0,1.0,80,,1478,4230
9,9.0,1,1.0,1.0,90,,1240,3941
10,10.0,1,1.0,1.0,100,,974,3633
11,11.0,1,1.0,1.0,110,,693,3257
12,12.0,1,1.0,1.0,120,,402,2837
13,13.0,1,1.0,1.0,130,,195,2588
14,14.0,1,1.0,1.0,140,,105,2415
15,15.0,1,1.0,1.0,150,,94,2294
16,16.0,1,1.0,1.0,160,,151,2243
17,17.0,1,1.0,1.0,170,,295,2259
18,18.0,1,1.0,1.0,180,,497,2319
19,19.0,1,1.0,1.0,190,,748,2401
20,20.0,1,1.0,1.0,200,,979,2424
21,21.0,1,1.0,1.0,210,,1197,2409
22,22.0,1,1.0,1.0,220,,1321,2285
23,23.0,1,1.0,1.0,230,,1348,2061
24,24.0,1,1.0,1.0,240,,1309,1770
25,25.0,1,1.0,1.0,250,,1182,1488
26,26.0,1,1.0,1.0,260,,970,1149
27,27.0,1,1.0,1.0,270,,700,772
28,28.0,1,1.0,1.0,280,,437,509
29,29.0,1,1.0,1.0,290,,245,283
30,30.0,1,1.0,1.0,300,,101,81
31,31.0,1,1.0,1.0,310,,0,0
32,32.0,1,1.0,1.0,320,,8,16
33,33.0,1,1.0,1.0,330,,88,98
34,34.0,0,1.0,1.0,421,,1836,2266
35,35.0,1,1.0,1.0,431,,1873,2192
36,36.0,1,1.0,1.0,441,,1829,2192
37,37.0,1,1.0,1.0,441,,1797,2232
38,38.0,1,1.0,1.0,451,,1766,2223
39,39.0,1,1.0,1.0,461,,1732,2246
40,40.0,1,1.0,1.0,471,,1727,2258
