,Unnamed: 0,button,genuine,signature,time,user,x,y
0,0.0,0,1.0,1.0,0,,604,2459
1,1.0,1,1.0,1.0,10,,483,2428
2,2.0,1,1.0,1.0,20,,419,2428
3,3.0,1,1.0,1.0,30,,350,2448
4,4.0,1,1.0,1.0,40,,350,2459
5,5.0,1,1.0,1.0,50,,394,2459
6,6.0,1,1.0,1.0,60,,458,2472
7,7.0,1,1.0,1.0,70,,557,2515
8,8.0,1,1.0,1.0,80,,696,2581
9,9.0,1,1.0,1.0,90,,861,2655
10,10.0,1,1.0,1.0,100,,1059,2741
11,11.0,1,1.0,1.0,110,,1254,2834
12,12.0,1,1.0,1.0,120,,1448,2901
13,13.0,1,1.0,1.0,130,,1566,2938
14,14.0,1,1.0,1.0,140,,1641,2956
15,15.0,1,1.0,1.0,150,,1688,2961
16,16.0,1,1.0,1.0,160,,1704,2961
17,17.0,0,1.0,1.0,301,,0,1256
18,18.0,1,1.0,1.0,311,,174,1246
19,19.0,1,1.0,1.0,321,,266,1317
20,20.0,1,1.0,1.0,331,,339,1418
21,21.0,1,1.0,1.0,341,,497,1510
22,22.0,1,1.0,1.0,351,,717,1626
23,23.0,1,1.0,1.0,361,,977,1757
24,24.0,1,1.0,1.0,371,,1251,1875
25,25.0,1,1.0,1.0,381,,1480,1969
26,26.0,1,1.0,1.0,391,,1679,2046
27,27.0,1,1.0,1.0,401,,1822,2095
28,28.0,1,1.0,1.0,411,,1901,2140
29,29.0,0,1.0,1.0,481,,1314,2385
30,30.0,1,1.0,1.0,491,,1141,2399
31,31.0,1,1.0,1.0,501,,1052,2399
32,32.0,1,1.0,1.0,511,,1025,2342
33,33.0,1,1.0,1.0,521,,1018,2254
34,34.0,1,1.0,1.0,531,,1023,2082
35,35.0,1,1.0,1.0,541,,1023,1905
36,36.0,1,1.0,1.0,551,,1012,1683
37,37.0,1,1.0,1.0,561,,987,1433
38,38.0,1,1.0,1.0,571,,947,1202
39,39.0,1,1.0,1.0,581,,901,1014
40,40.0,1,1.0,1.0,591,,852,856
41,41.0,1,1.0,1.0,601,,780,693
42,42.0,1,1.0,1.0,611,,697,524
43,43.0,1,1.0,1.0,621,,607,350
44,44.0,1,1.0,1.0,631,,510,195
45,45.0,1,1.0,1.0,641,,418,86
46,46.0,1,1.0,1.0,651,,368,7
47,47.0,1,1.0,1.0,661,,343,0
48,48.0,1,1.0,1.0,671,,368,60
49,49.0,1,1.0,1.0,681,,471,165
50,50.0,1,1.0,1.0,691,,626,339
51,51.0,1,1.0,1.0,701,,819,520
52,52.0,1,1.0,1.0,711,,1050,707
53,53.0,1,1.0,1.0,721,,1306,864
54,54.0,1,1.0,1.0,731,,1535,992
55,55.0,1,1.0,1.0,741,,1767,1101
56,56.0,1,1.0,1.0,751,,1931,1179
57,57.0,1,1.0,1.0,761,,2047,1233
58,58.0,1,1.0,1.0,771,,2121,1272
59,59.0,0,1.0,1.0,1392,,3057,2578
60,60.0,1,1.0,1.0,1402,,3057,2578
61,61.0,1,1.0,1.0,1412,,2994,2585
62,62.0,1,1.0,1.0,1422,,3009,2653
63,63.0,1,1.0,1.0,1432,,3090,2737
64,64.0,1,1.0,1.0,1442,,3215,2850
65,65.0,1,1.0,1.0,1452,,3370,2961
66,66.0,1,1.0,1.0,1462,,3509,3072
67,67.0,1,1.0,1.0,1472,,3636,3155
68,68.0,1,1.0,1.0,1482,,3786,3233
69,69.0,1,1.0,1.0,1492,,3927,3304
70,70.0,1,1.0,1.0,1502,,4061,3352
71,71.0,1,1.0,1.0,1512,,4164,3386
72,72.0,1,1.0,1.0,1522,,4231,3393
73,73.0,1,1.0,1.0,1532,,4275,3370
74,74.0,1,1.0,1.0,1542,,4289,3326
75,75.0,1,1.0,1.0,1552,,4247,3186
76,76.0,1,1.0,1.0,1562,,4168,2959
