,Unnamed: 0,button,genuine,signature,time,user,x,y
0,0.0,0,1.0,1.0,0,,690,2382
1,1.0,1,1.0,1.0,10,,437,1999
2,2.0,1,1.0,1.0,20,,282,1810
3,3.0,1,1.0,1.0,30,,106,1648
4,4.0,1,1.0,1.0,40,,26,1503
5,5.0,1,1.0,1.0,50,,0,1465
6,6.0,1,1.0,1.0,60,,9,1510
7,7.0,1,1.0,1.0,70,,69,1611
8,8.0,1,1.0,1.0,80,,170,1774
9,9.0,1,1.0,1.0,90,,298,1959
10,10.0,1,1.0,1.0,100,,484,2158
11,11.0,1,1.0,1.0,110,,689,2346
12,12.0,1,1.0,1.0,120,,906,2533
13,13.0,1,1.0,1.0,130,,1129,2714
14,14.0,1,1.0,1.0,140,,1312,2841
15,15.0,1,1.0,1.0,150,,1467,2935
16,16.0,1,1.0,1.0,160,,1554,2946
17,17.0,1,1.0,1.0,170,,1554,2858
18,18.0,1,1.0,1.0,180,,1502,2703
19,19.0,1,1.0,1.0,190,,1377,2385
20,20.0,1,1.0,1.0,200,,1206,1984
21,21.0,1,1.0,1.0,210,,1004,1527
22,22.0,1,1.0,1.0,220,,751,1047
23,23.0,1,1.0,1.0,230,,523,628
24,24.0,1,1.0,1.0,240,,312,250
25,25.0,1,1.0,1.0,250,,191,78
26,26.0,1,1.0,1.0,260,,147,39
27,27.0,1,1.0,1.0,270,,155,88
28,28.0,1,1.0,1.0,280,,171,256
29,29.0,1,1.0,1.0,290,,206,481
30,30.0,1,1.0,1.0,300,,253,743
31,31.0,1,1.0,1.0,310,,308,964
32,32.0,1,1.0,1.0,320,,370,1165
33,33.0,1,1.0,1.0,330,,442,1354
34,34.0,0,1.0,1.0,451,,1255,3739
35,35.0,1,1.0,1.0,461,,1377,3794
36,36.0,1,1.0,1.0,471,,1359,3806
37,37.0,1,1.0,1.0,481,,1295,3823
38,38.0,1,1.0,1.0,491,,1308,3823
39,39.0,1,1.0,1.0,501,,1351,3816
40,40.0,1,1.0,1.0,511,,1415,3805
41,41.0,1,1.0,1.0,521,,1460,3739
42,42.0,1,1.0,1.0,531,,1494,3579
43,43.0,1,1.0,1.0,541,,1521,3357
44,44.0,1,1.0,1.0,551,,1514,3048
45,45.0,1,1.0,1.0,561,,1482,2696
46,46.0,1,1.0,1.0,571,,1432,2315
47,47.0,1,1.0,1.0,581,,1365,1869
48,48.0,1,1.0,1.0,591,,1282,1411
49,49.0,1,1.0,1.0,601,,1189,944
50,50.0,1,1.0,1.0,611,,1136,566
51,51.0,1,1.0,1.0,621,,1136,326
52,52.0,1,1.0,1.0,631,,1182,178
53,53.0,1,1.0,1.0,641,,1230,178
54,54.0,1,1.0,1.0,651,,1290,287
55,55.0,1,1.0,1.0,661,,1359,459
56,56.0,1,1.0,1.0,671,,1425,694
57,57.0,0,1.0,1.0,721,,1653,2024
58,58.0,1,1.0,1.0,731,,1889,2865
59,59.0,1,1.0,1.0,741,,2035,3241
60,60.0,1,1.0,1.0,751,,2208,3580
61,61.0,1,1.0,1.0,761,,2399,3885
62,62.0,1,1.0,1.0,771,,2597,4092
63,63.0,1,1.0,1.0,781,,2728,4234
64,64.0,1,1.0,1.0,791,,2814,4271
65,65.0,1,1.0,1.0,801,,2843,4257
66,66.0,1,1.0,1.0,811,,2803,4209
67,67.0,1,1.0,1.0,821,,2717,4009
68,68.0,1,1.0,1.0,831,,2526,3710
69,69.0,1,1.0,1.0,841,,2293,3344
70,70.0,1,1.0,1.0,851,,2031,2945
71,71.0,1,1.0,1.0,861,,1750,2586
72,72.0,1,1.0,1.0,871,,1549,2254
73,73.0,1,1.0,1.0,881,,1401,2100
74,74.0,1,1.0,1.0,891,,1392,2080
75,75.0,1,1.0,1.0,901,,1478,2149
76,76.0,1,1.0,1.0,911,,1627,2291
77,77.0,1,1.0,1.0,921,,1793,2466
78,78.0,1,1.0,1.0,931,,1965,2664
79,79.0,1,1.0,1.0,941,,2149,2824
80,80.0,1,1.0,1.0,951,,2296,2943
81,81.0,1,1.0,1.0,961,,2417,3034
82,82.0,1,1.0,1.0,971,,2518,3080
83,83.0,1,1.0,1.0,981,,2580,3093
84,84.0,1,1.0,1.0,991,,2617,3085
85,85.0,1,1.0,1.0,1001,,2622,3054
86,86.0,1,1.0,1.0,1011,,2581,2964
87,87.0,1,1.0,1.0,1021,,2510,2835
88,88.0,1,1.0,1.0,1031,,2382,2673
89,89.0,1,1.0,1.0,1041,,2219,2486
90,90.0,1,1.0,1.0,1051,,2033,2282
91,91.0,1,1.0,1.0,1061,,1820,2080
92,92.0,1,1.0,1.0,1071,,1639,1887
93,93.0,1,1.0,1.0,1081,,1478,1779
94,94.0,1,1.0,1.0,1091,,1392,1726
95,95.0,1,1.0,1.0,1101,,1368,1726
96,96.0,1,1.0,1.0,1111,,1384,1750
97,97.0,1,1.0,1.0,1121,,1437,1799
98,98.0,1,1.0,1.0,1131,,1536,1896
99,99.0,1,1.0,1.0,1141,,1666,2032
100,100.0,1,1.0,1.0,1151,,1830,2194
101,101.0,1,1.0,1.0,1161,,2028,2359
102,102.0,1,1.0,1.0,1171,,2249,2520
103,103.0,1,1.0,1.0,1181,,2448,2679
104,104.0,1,1.0,1.0,1191,,2618,2782
105,105.0,1,1.0,1.0,1201,,2769,2833
106,106.0,1,1.0,1.0,1211,,2836,2850
107,107.0,1,1.0,1.0,1221,,2841,2830
108,108.0,1,1.0,1.0,1231,,2805,2725
109,109.0,1,1.0,1.0,1241,,2694,2564
110,110.0,1,1.0,1.0,1251,,2511,2341
111,111.0,1,1.0,1.0,1261,,2279,2084
112,112.0,1,1.0,1.0,1271,,2033,1804
113,113.0,1,1.0,1.0,1281,,1804,1563
114,114.0,1,1.0,1.0,1291,,1587,1393
115,115.0,1,1.0,1.0,1301,,1449,1271
116,116.0,1,1.0,1.0,1311,,1379,1236
117,117.0,1,1.0,1.0,1321,,1354,1243
118,118.0,1,1.0,1.0,1331,,1361,1279
119,119.0,1,1.0,1.0,1341,,1412,1360
120,120.0,1,1.0,1.0,1351,,1491,1497
121,121.0,1,1.0,1.0,1361,,1646,1672
122,122.0,1,1.0,1.0,1371,,1887,1885
123,123.0,1,1.0,1.0,1381,,2185,2128
124,124.0,1,1.0,1.0,1391,,2519,2390
125,125.0,1,1.0,1.0,1401,,2903,2634
126,126.0,1,1.0,1.0,1411,,3319,2854
127,127.0,1,1.0,1.0,1421,,3690,3059
128,128.0,1,1.0,1.0,1431,,4062,3237
129,129.0,1,1.0,1.0,1441,,4393,3336
130,130.0,1,1.0,1.0,1451,,4697,3383
131,131.0,1,1.0,1.0,1461,,4945,3348
132,132.0,1,1.0,1.0,1471,,5128,3264
133,133.0,1,1.0,1.0,1481,,5267,3148
134,134.0,1,1.0,1.0,1491,,5321,2984
135,135.0,1,1.0,1.0,1501,,5288,2775
136,136.0,1,1.0,1.0,1511,,5196,2536
137,137.0,1,1.0,1.0,1521,,4999,2237
138,138.0,1,1.0,1.0,1531,,4711,1912
139,139.0,1,1.0,1.0,1541,,4362,1570
140,140.0,1,1.0,1.0,1551,,3969,1183
141,141.0,1,1.0,1.0,1561,,3573,854
142,142.0,1,1.0,1.0,1571,,3174,564
143,143.0,0,1.0,1.0,1652,,2321,1456
144,144.0,1,1.0,1.0,1662,,2591,1689
145,145.0,1,1.0,1.0,1672,,2661,1732
146,146.0,1,1.0,1.0,1682,,2639,1722
