x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
568,3512,0,0,1350,800,464,3,1,1
459,3625,10,1,1350,800,472,3,1,1
425,3768,20,1,1350,800,488,3,1,1
448,3836,30,1,1350,800,498,3,1,1
599,3902,40,1,1350,800,491,3,1,1
835,3966,50,1,1350,800,492,3,1,1
1058,4020,60,1,1350,800,499,3,1,1
1284,4062,70,1,1350,800,501,3,1,1
1473,4056,80,1,1350,800,501,3,1,1
1635,4022,90,1,1350,800,514,3,1,1
1760,3950,100,1,1350,800,536,3,1,1
1828,3848,110,1,1350,800,592,3,1,1
1859,3725,120,1,1350,790,627,3,1,1
1842,3550,130,1,1350,770,650,3,1,1
1790,3343,140,1,1380,750,666,3,1,1
1714,3115,150,1,1350,730,670,3,1,1
1630,2901,160,1,1330,710,676,3,1,1
1540,2713,170,1,1330,700,667,3,1,1
1446,2543,180,1,1310,680,631,3,1,1
1331,2363,190,1,1310,670,540,3,1,1
1194,2216,200,1,1300,650,349,3,1,1
727,2911,280,0,1270,530,412,3,1,1
914,3117,290,1,1250,530,438,3,1,1
940,3129,300,1,1250,530,450,3,1,1
917,3117,310,1,1250,530,509,3,1,1
917,3068,320,1,1250,530,537,3,1,1
910,2995,330,1,1250,530,562,3,1,1
893,2876,340,1,1250,530,569,3,1,1
869,2762,350,1,1250,530,588,3,1,1
829,2651,360,1,1280,530,595,3,1,1
777,2523,370,1,1280,530,591,3,1,1
716,2400,380,1,1280,530,592,3,1,1
651,2280,390,1,1290,530,594,3,1,1
582,2180,400,1,1300,530,588,3,1,1
558,2118,411,1,1300,530,589,3,1,1
583,2081,421,1,1300,530,584,3,1,1
640,2063,431,1,1300,540,580,3,1,1
752,2063,441,1,1300,540,570,3,1,1
895,2079,451,1,1300,540,564,3,1,1
1058,2099,461,1,1300,540,560,3,1,1
1258,2115,471,1,1290,550,564,3,1,1
1429,2103,481,1,1290,550,572,3,1,1
1581,2074,491,1,1290,550,589,3,1,1
1722,2005,501,1,1290,550,617,3,1,1
1840,1918,511,1,1270,550,649,3,1,1
1942,1818,521,1,1270,550,681,3,1,1
2023,1705,531,1,1290,560,708,3,1,1
2067,1549,541,1,1290,560,746,3,1,1
2087,1365,551,1,1270,560,765,3,1,1
2049,1149,561,1,1270,560,788,3,1,1
1966,909,571,1,1270,560,824,3,1,1
1852,654,581,1,1260,570,854,3,1,1
1707,429,591,1,1260,570,891,3,1,1
1564,252,601,1,1260,570,902,3,1,1
1422,106,611,1,1260,580,908,3,1,1
1326,27,621,1,1260,580,909,3,1,1
1257,0,631,1,1240,580,894,3,1,1
1206,7,641,1,1240,580,860,3,1,1
1144,48,651,1,1230,590,768,3,1,1
1057,114,661,1,1210,580,600,3,1,1
953,197,671,1,1210,580,302,3,1,1
362,581,721,0,1170,580,96,3,1,1
188,708,731,1,1160,570,190,3,1,1
102,769,741,1,1160,570,336,3,1,1
42,824,751,1,1160,570,463,3,1,1
0,867,761,1,1160,560,530,3,1,1
