x,y,time,button,azimuth,altitude,pressure,user,signature,genuine
23,4945,0,0,1480,560,1,22,1,1
18,4971,10,1,1480,560,54,22,1,1
18,4977,20,1,1480,560,81,22,1,1
18,4977,30,1,1480,560,103,22,1,1
18,4984,40,1,1490,550,146,22,1,1
18,4984,50,1,1490,550,156,22,1,1
18,4984,60,1,1490,550,180,22,1,1
13,4984,70,1,1490,550,181,22,1,1
13,4984,80,1,1490,550,217,22,1,1
13,4984,90,1,1490,550,235,22,1,1
13,4984,100,1,1490,550,247,22,1,1
13,4984,110,1,1490,550,267,22,1,1
13,4984,120,1,1490,550,275,22,1,1
13,4984,130,1,1490,550,274,22,1,1
13,4984,140,1,1490,550,317,22,1,1
13,4949,150,1,1490,550,336,22,1,1
13,4902,160,1,1490,550,361,22,1,1
8,4810,170,1,1490,550,393,22,1,1
8,4692,180,1,1490,550,418,22,1,1
0,4558,190,1,1480,560,430,22,1,1
0,4385,200,1,1460,550,449,22,1,1
0,4178,210,1,1460,550,453,22,1,1
0,3948,220,1,1450,560,475,22,1,1
6,3710,230,1,1440,570,497,22,1,1
15,3485,240,1,1430,570,517,22,1,1
26,3276,250,1,1420,580,530,22,1,1
38,3060,260,1,1410,590,557,22,1,1
45,2845,270,1,1390,600,577,22,1,1
45,2632,280,1,1380,600,594,22,1,1
45,2442,290,1,1360,610,617,22,1,1
45,2260,300,1,1350,620,625,22,1,1
37,2083,310,1,1320,630,638,22,1,1
37,1938,320,1,1300,630,637,22,1,1
37,1829,330,1,1270,640,646,22,1,1
42,1744,340,1,1250,650,650,22,1,1
42,1682,350,1,1230,650,649,22,1,1
49,1644,360,1,1210,660,638,22,1,1
49,1623,370,1,1190,660,609,22,1,1
49,1623,380,1,1160,660,548,22,1,1
49,1635,390,1,1140,660,443,22,1,1
60,1654,400,1,1110,670,205,22,1,1
42,2898,510,0,1170,670,438,22,1,1
42,2898,520,1,1170,670,499,22,1,1
38,2934,530,1,1190,660,498,22,1,1
57,2946,540,1,1210,660,489,22,1,1
100,2946,550,1,1210,660,499,22,1,1
200,2966,560,1,1230,650,538,22,1,1
323,2998,570,1,1230,650,563,22,1,1
460,3039,580,1,1250,650,586,22,1,1
583,3078,590,1,1250,650,588,22,1,1
706,3115,600,1,1250,650,588,22,1,1
814,3152,610,1,1250,650,566,22,1,1
911,3192,620,1,1270,640,535,22,1,1
984,3248,630,1,1270,640,467,22,1,1
1053,3314,640,1,1270,640,367,22,1,1
1118,3421,650,1,1250,650,202,22,1,1
1257,4130,701,0,1250,640,267,22,1,1
1268,4474,711,1,1270,630,397,22,1,1
1257,4529,721,1,1270,630,448,22,1,1
1257,4529,731,1,1290,630,473,22,1,1
1257,4529,741,1,1300,620,562,22,1,1
1239,4405,751,1,1300,620,617,22,1,1
1214,4211,761,1,1300,620,647,22,1,1
1179,3921,771,1,1320,610,662,22,1,1
1141,3538,781,1,1330,620,670,22,1,1
1105,3094,791,1,1330,620,673,22,1,1
1075,2683,801,1,1330,620,684,22,1,1
1050,2356,811,1,1330,620,690,22,1,1
1035,2085,821,1,1320,630,694,22,1,1
1024,1882,831,1,1320,630,687,22,1,1
1033,1749,841,1,1320,630,656,22,1,1
1054,1662,851,1,1300,630,583,22,1,1
1095,1617,861,1,1290,640,444,22,1,1
1140,1611,871,1,1250,650,134,22,1,1
2039,2782,981,0,1110,690,467,22,1,1
2180,2992,991,1,1150,690,543,22,1,1
2153,3054,1001,1,1150,690,572,22,1,1
2072,3093,1011,1,1170,690,594,22,1,1
2002,3106,1021,1,1170,690,631,22,1,1
1924,3106,1031,1,1210,690,682,22,1,1
1840,3069,1041,1,1210,690,727,22,1,1
1761,2997,1051,1,1230,690,763,22,1,1
1686,2899,1061,1,1230,690,780,22,1,1
1631,2764,1071,1,1230,690,788,22,1,1
1587,2620,1081,1,1250,680,802,22,1,1
1564,2471,1091,1,1250,680,806,22,1,1
1564,2356,1101,1,1230,690,802,22,1,1
1581,2279,1111,1,1230,690,799,22,1,1
1617,2227,1121,1,1230,690,797,22,1,1
1659,2204,1131,1,1210,690,793,22,1,1
1736,2229,1141,1,1210,690,750,22,1,1
1834,2287,1151,1,1180,700,710,22,1,1
1958,2415,1161,1,1180,700,671,22,1,1
2066,2580,1171,1,1180,700,661,22,1,1
2163,2769,1181,1,1180,700,665,22,1,1
2224,2873,1191,1,1180,700,664,22,1,1
2263,2906,1201,1,1180,700,702,22,1,1
2287,2892,1211,1,1180,700,760,22,1,1
2314,2844,1221,1,1180,700,790,22,1,1
2341,2742,1231,1,1180,700,803,22,1,1
2367,2603,1241,1,1180,700,808,22,1,1
2391,2480,1251,1,1180,700,800,22,1,1
2421,2372,1261,1,1180,700,796,22,1,1
2455,2275,1271,1,1180,700,761,22,1,1
2495,2212,1281,1,1180,700,702,22,1,1
2541,2172,1291,1,1180,700,568,22,1,1
2586,2148,1301,1,1200,710,142,22,1,1
2847,3102,1462,0,1180,680,662,22,1,1
2813,3149,1472,1,1200,670,700,22,1,1
2761,3190,1482,1,1200,670,672,22,1,1
2776,3204,1492,1,1200,670,667,22,1,1
2835,3204,1502,1,1200,670,649,22,1,1
2952,3263,1512,1,1200,670,637,22,1,1
3057,3318,1522,1,1200,670,644,22,1,1
3155,3350,1532,1,1200,670,642,22,1,1
3226,3369,1542,1,1220,680,644,22,1,1
3272,3342,1552,1,1240,670,646,22,1,1
3301,3241,1562,1,1240,670,668,22,1,1
3301,3091,1572,1,1240,670,671,22,1,1
3267,2841,1582,1,1250,680,671,22,1,1
3208,2546,1592,1,1230,690,670,22,1,1
3152,2220,1602,1,1230,690,699,22,1,1
3098,1901,1612,1,1210,690,700,22,1,1
3046,1621,1622,1,1180,700,710,22,1,1
3009,1368,1632,1,1180,700,705,22,1,1
2981,1169,1642,1,1160,700,700,22,1,1
2966,1045,1652,1,1130,710,656,22,1,1
2966,970,1662,1,1110,710,510,22,1,1
2975,956,1672,1,1080,710,257,22,1,1
3118,2544,1772,0,960,710,442,22,1,1
3240,2847,1782,1,990,710,480,22,1,1
3284,2904,1792,1,1010,710,501,22,1,1
3316,2939,1802,1,1010,710,544,22,1,1
3398,2959,1812,1,1040,700,588,22,1,1
3481,2951,1822,1,1080,710,638,22,1,1
3564,2938,1832,1,1110,710,679,22,1,1
3627,2900,1842,1,1130,710,722,22,1,1
3679,2848,1852,1,1170,710,737,22,1,1
3707,2775,1862,1,1200,710,758,22,1,1
3707,2698,1872,1,1200,710,757,22,1,1
3682,2613,1882,1,1220,700,767,22,1,1
3640,2531,1892,1,1220,700,765,22,1,1
3582,2457,1902,1,1220,710,762,22,1,1
3514,2387,1912,1,1220,710,758,22,1,1
3460,2331,1922,1,1220,710,713,22,1,1
3427,2301,1932,1,1190,720,602,22,1,1
3407,2289,1932,1,1190,720,207,22,1,1
3741,3443,2603,0,1190,500,548,22,1,1
3649,3515,2613,1,1210,520,570,22,1,1
3617,3596,2623,1,1230,550,550,22,1,1
3617,3596,2633,1,1240,550,544,22,1,1
3675,3608,2643,1,1240,570,540,22,1,1
3789,3637,2653,1,1260,580,540,22,1,1
3939,3676,2663,1,1250,590,540,22,1,1
4092,3676,2673,1,1260,600,541,22,1,1
4215,3659,2683,1,1250,600,537,22,1,1
4317,3565,2693,1,1260,610,567,22,1,1
4374,3359,2703,1,1240,620,569,22,1,1
